order_id,product_id,quantity,unit_price,line_total,cogs
O0014644,P000136,2,170.33,340.66,266.04
O0014648,P000170,2,84.67,169.34,108.84
O0014648,P000009,2,165.69,331.38,230.02
O0014653,P000088,1,101.61,101.61,62.93
O0014653,P000114,2,31.0,62.0,43.8
O0014657,P000113,1,130.31,130.31,104.83
O0014657,P000176,3,73.87,221.61,132.96
O0014657,P000186,3,35.1,105.3,89.79
O0014658,P000148,2,87.71,175.42,115.8
O0014660,P000120,1,64.48,64.48,50.75
O0014660,P000132,1,205.17,205.17,130.56
O0014660,P000006,2,117.87,235.74,163.24
O0014660,P000043,3,9.11,27.33,18.93
O0014663,P000098,3,8.88,26.64,19.5
O0014663,P000181,1,160.5,160.5,111.71
O0014666,P000134,3,120.63,361.89,207.84
O0014666,P000088,1,101.61,101.61,62.93
O0014678,P000011,2,213.66,427.32,277.58
O0014683,P000219,1,115.81,115.81,64.51
O0014683,P000022,1,172.32,172.32,118.9
O0014685,P000088,2,101.61,203.22,125.86
O0014685,P000153,2,29.01,58.02,36.04
O0014685,P000181,2,160.5,321.0,223.42
O0014685,P000167,2,93.41,186.82,140.1
O0014693,P000071,3,13.16,39.48,25.02
O0014707,P000067,3,124.59,373.77,260.79
O0014707,P000198,2,143.23,286.46,242.66
O0014707,P000005,2,237.41,474.82,279.4
O0014715,P000033,2,180.6,361.2,262.58
O0014715,P000015,3,154.53,463.59,383.04
O0014715,P000012,1,149.91,149.91,93.92
O0014717,P000189,3,146.11,438.33,348.81
O0014721,P000087,3,113.49,340.47,285.75
O0014723,P000218,3,39.43,118.29,81.84
O0014725,P000024,1,110.76,110.76,66.06
O0014733,P000188,3,42.25,126.75,80.52
O0014735,P000220,2,131.92,263.84,211.22
O0014738,P000192,1,185.35,185.35,139.62
O0014738,P000070,1,133.12,133.12,100.88
O0014738,P000215,3,110.1,330.3,212.88
O0014740,P000087,1,132.98,132.98,95.25
O0014749,P000006,3,127.78,383.34,244.86
O0014749,P000131,1,51.84,51.84,42.65
O0014749,P000046,3,164.4,493.2,352.35
O0014750,P000036,2,146.96,293.92,229.56
O0014750,P000130,3,165.68,497.04,285.18
O0014754,P000049,2,86.43,172.86,106.96
O0014754,P000038,2,150.64,301.28,199.34
O0014754,P000166,1,123.53,123.53,74.06
O0014756,P000091,1,42.42,42.42,25.07
O0014756,P000179,2,24.92,49.84,40.16
O0014756,P000191,3,94.4,283.2,168.3
O0014758,P000034,2,149.23,298.46,246.06
O0014758,P000115,3,64.04,192.12,140.73
O0014759,P000150,3,122.07,366.21,213.51
O0014759,P000059,1,42.4,42.4,34.58
O0014763,P000096,2,92.07,184.14,108.78
O0014765,P000177,3,130.6,391.8,264.75
O0014765,P000186,3,36.72,110.16,89.79
O0014765,P000138,2,15.57,31.14,20.12
O0014765,P000150,2,122.07,244.14,142.34
O0014768,P000132,2,205.17,410.34,261.12
O0014768,P000071,1,13.16,13.16,8.34
O0014768,P000215,1,110.1,110.1,70.96
O0014768,P000160,3,76.27,228.81,179.79
O0014773,P000063,3,116.15,348.45,195.33
O0014773,P000172,1,183.34,183.34,109.12
O0014773,P000072,3,30.38,91.14,66.9
O0014773,P000053,3,105.27,315.81,232.92
O0014775,P000001,3,41.02,123.06,80.19
O0014775,P000152,3,50.19,150.57,103.08
O0014775,P000022,2,172.32,344.64,237.8
O0014776,P000079,3,113.61,340.83,225.66
O0014776,P000179,3,24.92,74.76,60.24
O0014776,P000009,1,165.69,165.69,115.01
O0014776,P000064,1,161.85,161.85,113.1
O0014780,P000194,2,182.77,365.54,216.46
O0014781,P000028,3,9.84,29.52,19.2
O0014790,P000048,1,136.93,136.93,91.53
O0014791,P000015,2,154.53,309.06,255.36
O0014791,P000143,1,118.23,118.23,75.08
O0014791,P000092,2,146.48,292.96,191.16
O0014798,P000183,1,74.7,74.7,58.92
O0014798,P000097,3,167.82,503.46,366.48
O0014799,P000096,1,92.07,92.07,54.39
O0014799,P000119,2,139.19,278.38,165.26
O0014800,P000069,2,202.06,404.12,265.24
O0014802,P000104,3,145.45,436.35,334.38
O0014804,P000044,3,71.92,215.76,170.97
O0014804,P000036,1,146.96,146.96,114.78
O0014804,P000029,1,23.05,23.05,17.08
O0014809,P000105,2,64.7,129.4,93.06
O0014821,P000008,1,119.97,119.97,81.55
O0014822,P000164,3,103.98,311.94,175.38
O0014822,P000184,2,198.0,396.0,260.64
O0014823,P000090,3,115.66,346.98,271.56
O0014823,P000191,1,94.4,94.4,56.1
O0014826,P000115,1,64.04,64.04,46.91
O0014828,P000186,3,36.72,110.16,89.79
O0014831,P000017,2,114.73,229.46,158.72
O0014833,P000014,2,142.15,284.3,186.38
O0014833,P000147,3,160.43,481.29,277.74
O0014833,P000083,3,88.83,266.49,173.13
O0014833,P000180,1,172.02,172.02,135.45
O0014843,P000041,3,87.84,263.52,153.63
O0014845,P000161,3,167.58,502.74,414.54
O0014845,P000060,2,17.24,34.48,22.4
O0014845,P000167,2,93.41,186.82,140.1
O0014845,P000073,3,122.85,368.55,329.49
O0014846,P000141,3,243.31,729.93,414.42
O0014846,P000095,2,185.01,370.02,266.76
O0014846,P000211,1,115.32,115.32,76.33
O0014849,P000214,1,15.6,15.6,11.03
O0014850,P000016,1,39.55,39.55,28.13
O0014850,P000057,3,173.82,521.46,296.46
O0014850,P000051,3,59.73,179.19,144.72
O0014850,P000118,3,142.59,427.77,271.62
O0014866,P000100,3,172.57,517.71,388.53
O0014866,P000036,3,146.96,440.88,344.34
O0014866,P000202,2,67.22,134.44,86.74
O0014870,P000192,1,185.35,185.35,139.62
O0014870,P000133,1,187.12,187.12,139.32
O0014870,P000115,1,59.87,59.87,46.91
O0014872,P000106,2,107.24,214.48,123.76
O0014876,P000088,3,101.61,304.83,188.79
O0014876,P000117,3,80.41,241.23,167.79
O0014890,P000190,2,108.68,217.36,153.86
O0014890,P000014,1,133.6,133.6,93.19
O0014891,P000218,2,39.43,78.86,54.56
O0014891,P000112,2,7.78,15.56,10.02
O0014892,P000207,3,180.55,541.65,414.12
O0014892,P000131,1,51.84,51.84,42.65
O0014893,P000108,2,12.76,25.52,20.06
O0014893,P000056,1,211.91,211.91,124.1
O0014893,P000013,3,67.35,202.05,128.04
O0014896,P000172,3,183.34,550.02,327.36
O0014896,P000133,1,187.12,187.12,139.32
O0014896,P000024,1,110.76,110.76,66.06
O0014897,P000120,3,74.55,223.65,152.25
O0014905,P000109,2,160.16,320.32,198.44
O0014905,P000075,3,39.15,117.45,86.31
O0014912,P000168,1,59.75,59.75,46.5
O0014912,P000128,2,46.36,92.72,59.6
O0014912,P000134,3,120.63,361.89,207.84
O0014912,P000061,1,58.22,58.22,50.03
O0014921,P000219,1,115.81,115.81,64.51
O0014921,P000091,3,42.42,127.26,75.21
O0014921,P000049,1,86.43,86.43,53.48
O0014921,P000167,3,93.41,280.23,210.15
O0014929,P000204,3,193.37,580.11,340.08
O0014932,P000208,2,90.75,181.5,122.16
O0014932,P000124,2,38.14,76.28,48.2
O0014932,P000082,2,108.66,217.32,126.44
O0014932,P000203,3,168.85,506.55,365.28
O0014935,P000089,2,209.04,418.08,268.7
O0014938,P000128,2,46.36,92.72,59.6
O0014938,P000124,3,34.09,102.27,72.3
O0014942,P000028,2,9.84,19.68,12.8
O0014946,P000064,3,161.85,485.55,339.3
O0014946,P000115,1,64.04,64.04,46.91
O0014946,P000098,2,8.51,17.02,13.0
O0014946,P000191,3,94.4,283.2,168.3
O0014947,P000026,2,55.64,111.28,75.96
O0014947,P000116,1,118.02,118.02,83.98
O0014947,P000215,1,110.1,110.1,70.96
O0014949,P000165,2,35.61,71.22,46.2
O0014952,P000174,3,70.38,211.14,154.26
O0014952,P000008,3,106.33,318.99,244.65
O0014952,P000126,3,99.11,297.33,237.99
O0014953,P000123,1,13.34,13.34,10.79
O0014953,P000142,3,195.51,586.53,369.24
O0014953,P000041,3,87.84,263.52,153.63
O0014953,P000020,3,21.98,65.94,48.87
O0014955,P000093,1,29.78,29.78,21.13
O0014956,P000070,2,133.12,266.24,201.76
O0014956,P000099,2,89.49,178.98,99.88
O0014956,P000083,1,88.83,88.83,57.71
O0014956,P000033,2,190.5,381.0,262.58
O0014957,P000206,3,68.58,205.74,148.29
O0014957,P000046,3,181.44,544.32,352.35
O0014957,P000031,1,104.78,104.78,66.52
O0014957,P000145,3,87.36,262.08,195.6
O0014958,P000028,3,8.38,25.14,19.2
O0014958,P000131,2,51.84,103.68,85.3
O0014958,P000220,1,131.92,131.92,105.61
O0014959,P000183,1,74.7,74.7,58.92
O0014959,P000026,1,55.64,55.64,37.98
O0014959,P000130,2,165.68,331.36,190.12
O0014962,P000018,2,167.08,334.16,237.2
O0014966,P000161,1,167.58,167.58,138.18
O0014966,P000083,3,88.83,266.49,173.13
O0014966,P000151,3,104.27,312.81,241.95
O0014966,P000139,3,51.03,153.09,91.35
O0014972,P000189,3,146.11,438.33,348.81
O0014972,P000019,1,88.69,88.69,73.1
O0014972,P000138,3,15.57,46.71,30.18
O0014972,P000105,2,64.7,129.4,93.06
O0014974,P000025,1,147.5,147.5,99.41
O0014974,P000074,2,102.46,204.92,167.5
O0014974,P000007,2,37.9,75.8,58.36
O0014974,P000013,3,67.35,202.05,128.04
O0014976,P000075,2,39.15,78.3,57.54
O0014981,P000073,3,143.59,430.77,329.49
O0014981,P000031,1,104.78,104.78,66.52
O0014986,P000075,3,39.15,117.45,86.31
O0014989,P000126,2,99.11,198.22,158.66
O0014989,P000106,1,107.24,107.24,61.88
O0014994,P000059,3,42.4,127.2,103.74
O0014996,P000072,3,31.58,94.74,66.9
O0014996,P000103,3,86.7,260.1,167.82
O0014996,P000034,3,159.16,477.48,369.09
O0014996,P000143,3,118.23,354.69,225.24
O0014997,P000031,2,104.78,209.56,133.04
O0014997,P000033,3,190.5,571.5,393.87
O0014997,P000165,3,35.61,106.83,69.3
O0014999,P000200,2,66.0,132.0,82.28
O0015000,P000099,3,89.49,268.47,149.82
O0015000,P000075,1,39.15,39.15,28.77
O0015001,P000197,1,45.2,45.2,28.01
O0015001,P000194,2,182.77,365.54,216.46
O0015001,P000211,1,122.08,122.08,76.33
O0015001,P000196,3,18.21,54.63,35.43
O0015002,P000052,3,195.36,586.08,376.35
O0015002,P000142,2,195.51,391.02,246.16
O0015002,P000173,1,180.17,180.17,130.38
O0015002,P000152,1,50.19,50.19,34.36
O0015007,P000085,2,157.08,314.16,218.64
O0015007,P000044,1,69.37,69.37,56.99
O0015007,P000161,1,167.58,167.58,138.18
O0015007,P000185,3,181.06,543.18,418.59
O0015013,P000143,2,118.23,236.46,150.16
O0015013,P000202,3,67.22,201.66,130.11
O0015013,P000174,2,80.62,161.24,102.84
O0015013,P000030,2,87.03,174.06,128.34
O0015015,P000064,2,161.85,323.7,226.2
O0015015,P000212,2,66.35,132.7,105.6
O0015015,P000054,1,9.48,9.48,5.34
O0015017,P000020,3,21.98,65.94,48.87
O0015017,P000108,1,12.76,12.76,10.03
O0015017,P000173,1,170.94,170.94,130.38
O0015019,P000170,1,96.8,96.8,54.42
O0015027,P000187,3,89.77,269.31,157.89
O0015027,P000155,1,159.73,159.73,129.64
O0015027,P000051,1,59.73,59.73,48.24
O0015029,P000193,3,62.5,187.5,144.42
O0015029,P000068,1,18.64,18.64,15.67
O0015032,P000151,1,91.45,91.45,80.65
O0015036,P000061,3,65.42,196.26,150.09
O0015040,P000212,2,66.35,132.7,105.6
O0015040,P000088,3,101.61,304.83,188.79
O0015040,P000019,1,88.69,88.69,73.1
O0015040,P000171,3,204.9,614.7,344.04
O0015043,P000026,2,55.64,111.28,75.96
O0015043,P000212,3,66.35,199.05,158.4
O0015045,P000164,1,103.98,103.98,58.46
O0015050,P000058,2,111.12,222.24,172.4
O0015053,P000096,2,92.07,184.14,108.78
O0015056,P000059,2,42.4,84.8,69.16
O0015056,P000125,1,133.53,133.53,105.05
O0015056,P000001,3,41.02,123.06,80.19
O0015056,P000144,1,20.82,20.82,13.54
O0015059,P000188,1,42.25,42.25,26.84
O0015059,P000005,3,217.99,653.97,419.1
O0015059,P000007,3,37.9,113.7,87.54
O0015059,P000040,1,58.35,58.35,41.12
O0015063,P000093,3,33.81,101.43,63.39
O0015063,P000127,2,38.94,77.88,45.28
O0015063,P000124,2,38.14,76.28,48.2
O0015070,P000055,2,100.12,200.24,164.3
O0015077,P000211,2,118.15,236.3,152.66
O0015077,P000103,2,86.7,173.4,111.88
O0015079,P000098,3,8.88,26.64,19.5
O0015079,P000039,1,110.39,110.39,75.13
O0015079,P000013,1,67.35,67.35,42.68
O0015079,P000121,2,161.55,323.1,215.4
O0015080,P000004,3,61.41,184.23,117.9
O0015080,P000153,1,26.16,26.16,18.02
O0015080,P000035,3,105.63,316.89,206.91
O0015083,P000125,3,133.53,400.59,315.15
O0015083,P000212,3,62.7,188.1,158.4
O0015085,P000081,1,33.16,33.16,23.94
O0015085,P000172,2,183.34,366.68,218.24
O0015085,P000137,2,95.13,190.26,111.6
O0015085,P000169,2,184.78,369.56,221.06
O0015086,P000204,3,193.37,580.11,340.08
O0015086,P000127,1,40.33,40.33,22.64
O0015086,P000015,2,134.67,269.34,255.36
O0015089,P000004,1,61.41,61.41,39.3
O0015089,P000032,1,101.71,101.71,78.57
O0015090,P000082,2,108.66,217.32,126.44
O0015090,P000216,2,174.5,349.0,247.98
O0015095,P000017,2,129.33,258.66,158.72
O0015096,P000139,1,51.03,51.03,30.45
O0015096,P000201,1,46.52,46.52,30.22
O0015096,P000091,1,42.42,42.42,25.07
O0015096,P000034,1,159.16,159.16,123.03
O0015102,P000006,2,127.78,255.56,163.24
O0015102,P000047,1,211.23,211.23,133.5
O0015104,P000084,1,117.97,117.97,96.02
O0015104,P000002,3,48.7,146.1,102.06
O0015104,P000003,1,143.71,143.71,87.53
O0015108,P000155,2,159.73,319.46,259.28
O0015108,P000126,3,99.11,297.33,237.99
O0015108,P000191,3,94.4,283.2,168.3
O0015109,P000155,1,159.73,159.73,129.64
O0015109,P000086,3,53.23,159.69,105.03
O0015109,P000219,3,99.93,299.79,193.53
O0015109,P000195,2,56.5,113.0,70.02
O0015111,P000141,3,243.31,729.93,414.42
O0015111,P000194,3,182.77,548.31,324.69
O0015111,P000131,2,51.84,103.68,85.3
O0015115,P000155,1,141.17,141.17,129.64
O0015115,P000061,1,67.98,67.98,50.03
O0015117,P000084,1,117.97,117.97,96.02
O0015117,P000155,3,159.73,479.19,388.92
O0015128,P000096,3,92.07,276.21,163.17
O0015128,P000097,3,167.82,503.46,366.48
O0015137,P000200,2,71.12,142.24,82.28
O0015140,P000207,2,180.55,361.1,276.08
O0015148,P000064,1,161.85,161.85,113.1
O0015148,P000147,3,160.43,481.29,277.74
O0015148,P000166,2,123.53,247.06,148.12
O0015148,P000050,3,123.33,369.99,251.52
O0015149,P000015,3,154.53,463.59,383.04
O0015149,P000220,3,131.92,395.76,316.83
O0015149,P000063,3,116.15,348.45,195.33
O0015151,P000203,3,163.07,489.21,365.28
O0015152,P000114,3,31.0,93.0,65.7
O0015152,P000191,1,94.4,94.4,56.1
O0015152,P000039,3,110.39,331.17,225.39
O0015152,P000057,2,166.05,332.1,197.64
O0015153,P000193,2,62.5,125.0,96.28
O0015155,P000169,2,184.78,369.56,221.06
O0015157,P000076,3,70.57,211.71,172.98
O0015161,P000030,3,87.03,261.09,192.51
O0015161,P000121,1,160.0,160.0,107.7
O0015161,P000120,3,67.55,202.65,152.25
O0015161,P000094,3,102.07,306.21,218.7
O0015163,P000072,2,31.58,63.16,44.6
O0015163,P000004,3,59.77,179.31,117.9
O0015164,P000062,3,226.91,680.73,378.84
O0015166,P000211,1,122.08,122.08,76.33
O0015166,P000207,1,180.55,180.55,138.04
O0015176,P000157,1,52.19,52.19,35.52
O0015176,P000010,1,77.98,77.98,53.37
O0015176,P000030,1,87.03,87.03,64.17
O0015179,P000037,1,162.34,162.34,96.23
O0015179,P000087,2,132.98,265.96,190.5
O0015180,P000078,3,76.24,228.72,180.93
O0015180,P000022,2,172.32,344.64,237.8
O0015180,P000149,1,166.87,166.87,133.98
O0015180,P000207,2,180.55,361.1,276.08
O0015181,P000045,1,177.13,177.13,123.48
O0015181,P000207,2,180.55,361.1,276.08
O0015181,P000160,2,76.27,152.54,119.86
O0015181,P000202,2,67.22,134.44,86.74
O0015187,P000108,2,12.76,25.52,20.06
O0015189,P000060,2,19.54,39.08,22.4
O0015189,P000164,3,98.27,294.81,175.38
O0015191,P000175,3,179.57,538.71,365.04
O0015191,P000008,2,119.97,239.94,163.1
O0015194,P000045,1,177.13,177.13,123.48
O0015194,P000169,1,184.78,184.78,110.53
O0015194,P000172,1,163.32,163.32,109.12
O0015195,P000128,3,46.36,139.08,89.4
O0015195,P000126,2,99.11,198.22,158.66
O0015197,P000154,1,117.08,117.08,101.57
O0015200,P000038,3,150.64,451.92,299.01
O0015200,P000212,1,66.35,66.35,52.8
O0015203,P000209,3,75.33,225.99,153.18
O0015203,P000186,3,36.72,110.16,89.79
O0015214,P000010,2,91.65,183.3,106.74
O0015214,P000061,3,67.98,203.94,150.09
O0015214,P000170,3,96.8,290.4,163.26
O0015214,P000212,2,66.35,132.7,105.6
O0015216,P000075,2,39.15,78.3,57.54
O0015224,P000176,1,73.87,73.87,44.32
O0015228,P000051,1,59.73,59.73,48.24
O0015228,P000113,1,130.31,130.31,104.83
O0015228,P000145,3,87.36,262.08,195.6
O0015236,P000142,3,195.51,586.53,369.24
O0015236,P000213,2,125.43,250.86,184.92
O0015236,P000067,1,134.32,134.32,86.93
O0015237,P000010,2,91.65,183.3,106.74
O0015237,P000032,3,101.71,305.13,235.71
O0015237,P000176,1,73.87,73.87,44.32
O0015237,P000033,2,173.07,346.14,262.58
O0015241,P000184,3,198.0,594.0,390.96
O0015241,P000187,3,89.77,269.31,157.89
O0015241,P000158,1,19.57,19.57,10.94
O0015243,P000041,2,86.03,172.06,102.42
O0015243,P000109,2,160.16,320.32,198.44
O0015243,P000071,1,13.16,13.16,8.34
O0015245,P000001,3,38.49,115.47,80.19
O0015245,P000153,1,29.01,29.01,18.02
O0015245,P000124,1,38.14,38.14,24.1
O0015245,P000146,3,176.67,530.01,364.56
O0015246,P000067,1,134.32,134.32,86.93
O0015246,P000190,3,108.68,326.04,230.79
O0015246,P000120,1,74.55,74.55,50.75
O0015246,P000159,3,187.86,563.58,399.33
O0015247,P000149,3,186.82,560.46,401.94
O0015247,P000026,3,55.64,166.92,113.94
O0015261,P000050,2,109.74,219.48,167.68
O0015261,P000213,1,125.43,125.43,92.46
O0015261,P000173,1,155.06,155.06,130.38
O0015261,P000056,1,211.91,211.91,124.1
O0015263,P000046,2,181.44,362.88,234.9
O0015263,P000111,2,87.61,175.22,119.9
O0015263,P000190,2,108.68,217.36,153.86
O0015275,P000213,1,125.43,125.43,92.46
O0015275,P000119,2,139.19,278.38,165.26
O0015280,P000077,2,54.81,109.62,68.22
O0015280,P000204,1,193.37,193.37,113.36
O0015280,P000023,3,100.61,301.83,225.51
O0015284,P000015,3,154.53,463.59,383.04
O0015284,P000180,2,172.02,344.04,270.9
O0015286,P000164,2,103.98,207.96,116.92
O0015286,P000119,1,139.19,139.19,82.63
O0015286,P000064,3,161.85,485.55,339.3
O0015291,P000017,2,129.33,258.66,158.72
O0015291,P000217,1,180.42,180.42,124.78
O0015291,P000156,2,137.47,274.94,241.78
O0015294,P000099,2,89.49,178.98,99.88
O0015294,P000024,1,110.76,110.76,66.06
O0015299,P000134,3,120.63,361.89,207.84
O0015299,P000067,2,134.32,268.64,173.86
O0015299,P000016,3,39.55,118.65,84.39
O0015299,P000088,2,101.61,203.22,125.86
O0015300,P000076,3,70.57,211.71,172.98
O0015300,P000071,2,13.16,26.32,16.68
O0015300,P000162,1,92.33,92.33,70.53
O0015300,P000052,1,195.36,195.36,125.45
O0015302,P000014,2,121.55,243.1,186.38
O0015302,P000024,2,110.76,221.52,132.12
O0015305,P000178,3,170.73,512.19,289.35
O0015305,P000109,3,160.16,480.48,297.66
O0015305,P000025,1,162.85,162.85,99.41
O0015305,P000061,3,67.98,203.94,150.09
O0015310,P000210,1,108.74,108.74,67.39
O0015310,P000012,3,149.91,449.73,281.76
O0015310,P000214,2,14.46,28.92,22.06
O0015315,P000089,3,209.04,627.12,403.05
O0015315,P000008,3,111.61,334.83,244.65
O0015315,P000160,3,76.27,228.81,179.79
O0015315,P000046,2,181.44,362.88,234.9
O0015333,P000069,3,202.06,606.18,397.86
O0015333,P000176,1,73.87,73.87,44.32
O0015334,P000110,2,23.38,46.76,32.94
O0015334,P000081,1,33.16,33.16,23.94
O0015334,P000030,3,77.26,231.78,192.51
O0015334,P000175,2,179.57,359.14,243.36
O0015337,P000069,1,202.06,202.06,132.62
O0015337,P000207,3,180.55,541.65,414.12
O0015344,P000169,1,184.78,184.78,110.53
O0015348,P000124,1,38.14,38.14,24.1
O0015348,P000106,3,107.24,321.72,185.64
O0015349,P000102,2,139.36,278.72,204.18
O0015350,P000055,2,103.25,206.5,164.3
O0015350,P000018,2,161.08,322.16,237.2
O0015350,P000107,1,66.3,66.3,48.89
O0015350,P000150,1,122.07,122.07,71.17
O0015360,P000068,3,20.3,60.9,47.01
O0015360,P000023,1,100.61,100.61,75.17
O0015360,P000005,1,237.41,237.41,139.7
O0015362,P000055,3,103.25,309.75,246.45
O0015362,P000108,2,12.76,25.52,20.06
O0015362,P000151,2,104.27,208.54,161.3
O0015362,P000004,2,61.41,122.82,78.6
O0015370,P000217,2,180.42,360.84,249.56
O0015370,P000052,1,195.36,195.36,125.45
O0015370,P000179,3,23.4,70.2,60.24
O0015370,P000117,1,93.0,93.0,55.93
O0015378,P000143,1,118.23,118.23,75.08
O0015378,P000109,1,160.16,160.16,99.22
O0015378,P000124,2,38.14,76.28,48.2
O0015379,P000104,3,141.04,423.12,334.38
O0015379,P000153,2,29.01,58.02,36.04
O0015379,P000082,1,108.66,108.66,63.22
O0015389,P000208,3,90.75,272.25,183.24
O0015389,P000061,3,67.98,203.94,150.09
O0015389,P000029,3,21.85,65.55,51.24
O0015389,P000130,2,165.68,331.36,190.12
O0015391,P000089,2,209.04,418.08,268.7
O0015393,P000082,1,108.66,108.66,63.22
O0015393,P000099,1,89.49,89.49,49.94
O0015394,P000180,1,172.02,172.02,135.45
O0015394,P000127,2,40.33,80.66,45.28
O0015402,P000196,1,18.21,18.21,11.81
O0015407,P000173,2,180.17,360.34,260.76
O0015407,P000167,2,93.41,186.82,140.1
O0015409,P000052,3,195.36,586.08,376.35
O0015409,P000136,2,170.33,340.66,266.04
O0015409,P000204,2,193.37,386.74,226.72
O0015410,P000106,1,107.24,107.24,61.88
O0015410,P000160,2,66.05,132.1,119.86
O0015410,P000183,2,74.7,149.4,117.84
O0015410,P000119,3,139.19,417.57,247.89
O0015413,P000212,2,66.35,132.7,105.6
O0015413,P000109,2,138.16,276.32,198.44
O0015413,P000166,1,114.82,114.82,74.06
O0015416,P000101,2,89.95,179.9,112.2
O0015416,P000068,2,18.61,37.22,31.34
O0015416,P000180,2,172.02,344.04,270.9
O0015418,P000204,3,193.37,580.11,340.08
O0015418,P000173,3,166.42,499.26,391.14
O0015421,P000140,2,129.81,259.62,211.16
O0015424,P000004,2,59.25,118.5,78.6
O0015424,P000050,2,123.33,246.66,167.68
O0015433,P000070,2,133.12,266.24,201.76
O0015433,P000102,1,139.36,139.36,102.09
O0015433,P000013,1,62.13,62.13,42.68
O0015433,P000023,1,93.1,93.1,75.17
O0015436,P000087,2,132.98,265.96,190.5
O0015436,P000216,3,174.5,523.5,371.97
O0015436,P000161,1,167.58,167.58,138.18
O0015436,P000184,1,181.72,181.72,130.32
O0015438,P000022,3,172.32,516.96,356.7
O0015440,P000110,1,23.38,23.38,16.47
O0015441,P000067,1,134.32,134.32,86.93
O0015441,P000047,2,211.23,422.46,267.0
O0015443,P000078,3,76.24,228.72,180.93
O0015443,P000007,2,36.37,72.74,58.36
O0015443,P000118,1,142.59,142.59,90.54
O0015444,P000029,2,23.05,46.1,34.16
O0015444,P000165,1,35.61,35.61,23.1
O0015444,P000200,1,71.12,71.12,41.14
O0015444,P000074,2,102.46,204.92,167.5
O0015445,P000010,2,91.65,183.3,106.74
O0015445,P000030,3,87.03,261.09,192.51
O0015464,P000036,3,146.96,440.88,344.34
O0015468,P000216,1,174.5,174.5,123.99
O0015468,P000170,1,88.62,88.62,54.42
O0015469,P000073,3,135.67,407.01,329.49
O0015469,P000012,3,149.91,449.73,281.76
O0015478,P000134,2,120.63,241.26,138.56
O0015478,P000101,3,89.95,269.85,168.3
O0015480,P000067,3,130.01,390.03,260.79
O0015496,P000040,1,58.35,58.35,41.12
O0015496,P000174,2,80.62,161.24,102.84
O0015498,P000049,2,86.43,172.86,106.96
O0015498,P000193,2,62.5,125.0,96.28
O0015498,P000176,2,73.87,147.74,88.64
O0015498,P000150,3,122.07,366.21,213.51
O0015503,P000069,2,172.35,344.7,265.24
O0015504,P000175,3,179.57,538.71,365.04
O0015504,P000171,3,204.9,614.7,344.04
O0015504,P000075,2,37.96,75.92,57.54
O0015504,P000192,2,185.35,370.7,279.24
O0015505,P000216,2,174.5,349.0,247.98
O0015505,P000094,2,102.07,204.14,145.8
O0015505,P000145,2,87.36,174.72,130.4
O0015507,P000101,2,89.95,179.9,112.2
O0015507,P000217,3,173.66,520.98,374.34
O0015507,P000085,2,157.08,314.16,218.64
O0015507,P000086,2,58.31,116.62,70.02
O0015509,P000068,2,20.3,40.6,31.34
O0015509,P000164,1,93.74,93.74,58.46
O0015514,P000130,2,165.68,331.36,190.12
O0015514,P000029,3,23.05,69.15,51.24
O0015514,P000168,1,59.75,59.75,46.5
O0015514,P000142,2,195.51,391.02,246.16
O0015515,P000017,3,129.33,387.99,238.08
O0015517,P000132,2,205.17,410.34,261.12
O0015522,P000190,2,108.68,217.36,153.86
O0015522,P000174,3,80.62,241.86,154.26
O0015523,P000187,1,89.77,89.77,52.63
O0015523,P000001,1,41.02,41.02,26.73
O0015523,P000138,2,15.57,31.14,20.12
O0015526,P000186,2,36.72,73.44,59.86
O0015526,P000019,3,88.69,266.07,219.3
O0015526,P000212,2,66.35,132.7,105.6
O0015526,P000159,1,193.58,193.58,133.11
O0015529,P000094,3,102.07,306.21,218.7
O0015529,P000051,1,59.73,59.73,48.24
O0015533,P000054,2,9.48,18.96,10.68
O0015533,P000144,1,20.82,20.82,13.54
O0015533,P000095,1,185.01,185.01,133.38
O0015533,P000024,2,110.76,221.52,132.12
O0015534,P000141,3,243.31,729.93,414.42
O0015534,P000093,2,34.96,69.92,42.26
O0015534,P000104,1,135.23,135.23,111.46
O0015534,P000189,1,146.11,146.11,116.27
O0015538,P000112,2,7.78,15.56,10.02
O0015540,P000022,2,172.32,344.64,237.8
O0015548,P000070,2,133.12,266.24,201.76
O0015548,P000023,1,86.55,86.55,75.17
O0015549,P000135,2,142.53,285.06,161.2
O0015549,P000097,1,149.89,149.89,122.16
O0015552,P000155,1,135.91,135.91,129.64
O0015552,P000164,2,103.98,207.96,116.92
O0015552,P000182,3,145.28,435.84,292.98
O0015553,P000125,2,119.49,238.98,210.1
O0015553,P000211,2,122.08,244.16,152.66
O0015553,P000127,2,40.33,80.66,45.28
O0015560,P000172,3,183.34,550.02,327.36
O0015563,P000010,2,91.65,183.3,106.74
O0015563,P000094,1,102.07,102.07,72.9
O0015564,P000048,3,136.93,410.79,274.59
O0015564,P000061,1,67.98,67.98,50.03
O0015565,P000085,2,138.03,276.06,218.64
O0015573,P000149,2,186.82,373.64,267.96
O0015573,P000086,1,58.31,58.31,35.01
O0015575,P000158,3,19.57,58.71,32.82
O0015576,P000026,3,55.64,166.92,113.94
O0015576,P000110,1,23.38,23.38,16.47
O0015576,P000141,3,234.0,702.0,414.42
