customer_id,signup_date,acquisition_channel,region,is_vip
C005733,2024-10-18,Paid Search,North,0
C007363,2024-10-18,Paid Search,North,0
C008758,2024-10-18,Organic,West,0
C001493,2024-10-18,Paid Search,North,0
C003836,2024-10-18,Organic,West,0
C008596,2024-10-18,Organic,West,0
C000670,2024-10-18,Direct,East,0
C007728,2024-10-19,Affiliate,Central,0
C004881,2024-10-19,Affiliate,North,0
C006674,2024-10-19,Affiliate,West,0
C003546,2024-10-19,Direct,North,0
C000689,2024-10-19,Paid Search,South,0
C002602,2024-10-19,Paid Search,West,0
C005676,2024-10-19,Organic,South,0
C007877,2024-10-19,Paid Search,South,0
C002534,2024-10-19,Direct,South,0
C008184,2024-10-19,Organic,Central,0
C008037,2024-10-19,Paid Search,South,0
C005848,2024-10-19,Organic,North,0
C004093,2024-10-19,Organic,West,0
C008343,2024-10-20,Social,North,0
C006071,2024-10-20,Affiliate,South,0
C003848,2024-10-20,Social,North,0
C002118,2024-10-20,Paid Search,West,0
C001500,2024-10-20,Social,Central,0
C008779,2024-10-20,Organic,West,0
C008217,2024-10-20,Organic,West,0
C008868,2024-10-20,Organic,North,0
C005221,2024-10-20,Organic,South,0
C002336,2024-10-20,Organic,North,0
C007066,2024-10-20,Direct,South,0
C007587,2024-10-20,Paid Search,North,0
C000681,2024-10-20,Affiliate,West,0
C002229,2024-10-20,Paid Search,East,0
C007476,2024-10-20,Organic,South,0
C001115,2024-10-20,Paid Search,South,0
C006922,2024-10-20,Direct,East,0
C001525,2024-10-20,Paid Search,,0
C006206,2024-10-20,Paid Search,East,0
C002777,2024-10-20,Paid Search,South,0
C002813,2024-10-20,Direct,East,0
C005677,2024-10-20,Paid Search,West,0
C007548,2024-10-20,Organic,North,0
C002955,2024-10-20,Email,Central,0
C004269,2024-10-20,Organic,Central,0
C006800,2024-10-20,Email,North,0
C008011,2024-10-21,Paid Search,South,0
C003184,2024-10-21,Paid Search,West,0
C005468,2024-10-21,Social,Central,0
C005970,2024-10-21,Social,East,1
C005864,2024-10-21,Direct,East,0
C006050,2024-10-21,Social,East,0
C003419,2024-10-21,Organic,South,0
C001144,2024-10-21,Paid Search,South,0
C008511,2024-10-21,Paid Search,East,0
C001327,2024-10-21,Paid Search,Central,0
C000473,2024-10-21,Direct,South,0
C008844,2024-10-21,Social,South,0
C001042,2024-10-22,Affiliate,East,0
C007374,2024-10-22,Organic,North,0
C008959,2024-10-22,Organic,West,0
C000143,2024-10-22,Social,East,0
C003101,2024-10-22,Affiliate,East,0
C007278,2024-10-22,Social,East,0
C005490,2024-10-22,Direct,South,0
C003186,2024-10-22,Email,East,0
C008375,2024-10-22,Social,Central,0
C000748,2024-10-22,Paid Search,West,0
C007689,2024-10-22,Paid Search,Central,0
C000568,2024-10-22,Organic,Central,0
C006646,2024-10-22,Direct,North,0
C003335,2024-10-22,Paid Search,East,0
C004902,2024-10-22,Paid Search,Central,0
C006622,2024-10-22,Direct,Central,0
C003478,2024-10-22,Paid Search,West,0
C007022,2024-10-22,Email,Central,0
C006196,2024-10-22,Social,Central,0
C002431,2024-10-22,Paid Search,North,0
C000273,2024-10-22,Organic,East,0
C007439,2024-10-23,Social,East,0
C007032,2024-10-23,Paid Search,West,0
C006678,2024-10-23,Affiliate,North,0
C005304,2024-10-23,Affiliate,East,0
C002515,2024-10-23,Organic,Central,0
C000579,2024-10-23,Paid Search,South,0
C003247,2024-10-23,Paid Search,South,0
C005002,2024-10-23,Paid Search,East,0
C001307,2024-10-23,Affiliate,Central,0
C006303,2024-10-23,Paid Search,West,0
C006733,2024-10-23,Social,East,0
C005574,2024-10-23,Affiliate,South,0
C008192,2024-10-23,Affiliate,Central,0
C006628,2024-10-24,Social,West,1
C005735,2024-10-24,Organic,East,0
C007108,2024-10-24,Affiliate,West,0
C000131,2024-10-24,Organic,South,0
C004874,2024-10-24,Direct,South,0
C003432,2024-10-24,Organic,West,0
C001359,2024-10-24,Organic,East,0
C000088,2024-10-24,Paid Search,South,0
C008480,2024-10-24,Organic,South,0
C001786,2024-10-24,Paid Search,Central,0
C007119,2024-10-25,Organic,South,0
C008329,2024-10-25,Direct,Central,0
C003720,2024-10-25,Paid Search,North,0
C003938,2024-10-25,Paid Search,North,1
C003380,2024-10-25,Affiliate,West,0
C008147,2024-10-25,Paid Search,North,0
C003543,2024-10-25,Social,West,0
C004746,2024-10-25,Organic,West,0
C005015,2024-10-25,Direct,Central,0
C005450,2024-10-25,Affiliate,West,0
C007597,2024-10-25,Email,South,0
C000970,2024-10-25,Email,North,0
C004708,2024-10-25,Paid Search,South,0
C000841,2024-10-25,Paid Search,East,0
C001434,2024-10-25,Affiliate,,0
C003857,2024-10-25,Paid Search,South,0
C004099,2024-10-25,Paid Search,,0
C002198,2024-10-26,Organic,East,0
C003886,2024-10-26,Social,South,0
C008173,2024-10-26,Paid Search,East,0
C003136,2024-10-26,Organic,East,0
C005156,2024-10-26,Paid Search,North,0
C008530,2024-10-26,Organic,North,0
C003658,2024-10-26,Social,Central,0
C001939,2024-10-26,Email,North,0
C007642,2024-10-26,Organic,Central,0
C002347,2024-10-26,Paid Search,West,0
C000329,2024-10-26,Affiliate,South,0
C005617,2024-10-26,Paid Search,West,0
C005338,2024-10-26,Affiliate,West,0
C002895,2024-10-26,Organic,Central,0
C008240,2024-10-27,Organic,North,0
C003795,2024-10-27,Organic,North,0
C006660,2024-10-27,Email,South,0
C006587,2024-10-27,Affiliate,North,0
C002468,2024-10-27,Affiliate,West,0
C001012,2024-10-27,Paid Search,South,1
C000876,2024-10-27,Email,Central,0
C000342,2024-10-27,Paid Search,East,0
C005471,2024-10-27,Paid Search,North,0
C004543,2024-10-27,Email,South,0
C006237,2024-10-27,Organic,West,0
C002948,2024-10-27,Organic,Central,0
C007710,2024-10-27,Paid Search,East,0
C002064,2024-10-27,Paid Search,Central,0
C001183,2024-10-27,Paid Search,West,0
C002077,2024-10-27,Email,Central,0
C005150,2024-10-27,Email,West,0
C002653,2024-10-27,Social,Central,0
C002188,2024-10-27,Paid Search,Central,0
C004244,2024-10-27,Organic,East,0
C000323,2024-10-27,Organic,South,0
C003452,2024-10-27,Paid Search,West,0
C004217,2024-10-28,Paid Search,North,0
C002698,2024-10-28,Direct,West,0
C007591,2024-10-28,Affiliate,North,0
C004918,2024-10-28,Paid Search,North,0
C006895,2024-10-28,Email,West,0
C001111,2024-10-28,Affiliate,East,0
C008990,2024-10-28,Paid Search,North,0
C007988,2024-10-28,Organic,West,0
C005390,2024-10-28,Organic,West,0
C008127,2024-10-28,Affiliate,Central,0
C002103,2024-10-29,Paid Search,West,0
C001573,2024-10-29,Paid Search,North,0
C005263,2024-10-29,Organic,South,0
C003610,2024-10-29,Organic,West,0
C006621,2024-10-29,Social,East,0
C004464,2024-10-29,Organic,Central,0
C000992,2024-10-29,Paid Search,West,0
C005431,2024-10-29,Paid Search,North,0
C006847,2024-10-29,Email,West,0
C000257,2024-10-29,Social,East,0
C008141,2024-10-29,Organic,East,0
C008459,2024-10-29,Email,North,0
C002936,2024-10-29,Direct,West,0
C003155,2024-10-29,Paid Search,,0
C003134,2024-10-29,Organic,Central,0
C000554,2024-10-29,Paid Search,South,1
C002068,2024-10-29,Organic,North,0
C006493,2024-10-29,Social,Central,0
C003808,2024-10-29,Organic,North,0
C000721,2024-10-29,Paid Search,North,0
C002063,2024-10-29,Email,South,0
C001508,2024-10-30,Organic,Central,0
C007934,2024-10-30,Direct,North,0
C005838,2024-10-30,Social,South,0
C006972,2024-10-30,Social,Central,0
C000229,2024-10-30,Organic,South,0
C006684,2024-10-30,Email,East,0
C006479,2024-10-30,Paid Search,West,1
C003054,2024-10-30,Email,North,0
C000068,2024-10-30,Affiliate,Central,0
C003005,2024-10-30,Affiliate,Central,1
C008493,2024-10-30,Organic,Central,0
C004789,2024-10-30,Email,South,0
C000214,2024-10-30,Direct,West,0
C000812,2024-10-31,Paid Search,South,0
C007223,2024-10-31,Social,West,0
C005511,2024-10-31,Email,North,0
C002779,2024-10-31,Paid Search,Central,0
C001045,2024-10-31,Paid Search,West,0
C003140,2024-10-31,Social,West,0
C005772,2024-10-31,Organic,East,0
C000255,2024-10-31,Affiliate,East,0
C000630,2024-10-31,Direct,Central,0
C001202,2024-10-31,Paid Search,South,0
C001126,2024-10-31,Email,West,0
C001229,2024-10-31,Paid Search,Central,0
C006892,2024-10-31,Paid Search,Central,0
C005285,2024-10-31,Paid Search,West,0
C007312,2024-10-31,Organic,Central,0
C005973,2024-11-01,Email,East,0
C006416,2024-11-01,Email,Central,0
C004550,2024-11-01,Social,Central,0
C004916,2024-11-01,Email,North,1
C006044,2024-11-01,Organic,West,0
C005343,2024-11-01,Direct,East,0
C002570,2024-11-01,Organic,South,0
C006939,2024-11-01,Affiliate,North,0
C007329,2024-11-01,Direct,West,0
C002237,2024-11-01,Organic,Central,1
C008638,2024-11-01,Organic,South,0
C008919,2024-11-01,Direct,South,0
C001715,2024-11-01,Social,East,0
C003230,2024-11-01,Paid Search,Central,0
C004864,2024-11-01,Direct,Central,0
C008587,2024-11-02,Organic,East,0
C003520,2024-11-02,Organic,North,0
C008830,2024-11-02,Paid Search,East,0
C003640,2024-11-02,Social,East,1
C000441,2024-11-02,Social,South,1
C008783,2024-11-02,Direct,Central,0
C005109,2024-11-02,Organic,North,0
C006370,2024-11-02,Affiliate,North,0
C005651,2024-11-02,Email,East,0
C004939,2024-11-02,Affiliate,East,0
C002729,2024-11-02,Direct,Central,0
C003703,2024-11-02,Paid Search,South,0
C005418,2024-11-02,Direct,West,0
C008031,2024-11-02,Email,West,0
C006742,2024-11-02,Social,West,1
C005344,2024-11-03,Paid Search,East,0
C008674,2024-11-03,Social,North,0
C003517,2024-11-03,Email,North,0
C006360,2024-11-03,Paid Search,North,0
C005818,2024-11-03,Organic,West,0
C008799,2024-11-03,Social,West,0
C002067,2024-11-03,Social,South,0
C005594,2024-11-03,Direct,North,0
C000639,2024-11-03,Email,South,0
C001108,2024-11-03,Direct,West,0
C007802,2024-11-03,Paid Search,North,0
C003314,2024-11-03,Direct,North,0
C008650,2024-11-03,Paid Search,Central,0
C003824,2024-11-03,Affiliate,Central,0
C004638,2024-11-03,Affiliate,Central,0
C000571,2024-11-03,Direct,East,1
C001917,2024-11-03,Paid Search,Central,0
C008318,2024-11-03,Paid Search,West,0
C000705,2024-11-03,Paid Search,East,0
C008489,2024-11-03,Email,Central,0
C005636,2024-11-03,Organic,East,0
C002877,2024-11-04,Paid Search,South,0
C003072,2024-11-04,Organic,Central,0
C006677,2024-11-04,Organic,West,0
C001425,2024-11-04,Email,Central,0
C002349,2024-11-04,Direct,East,0
C002122,2024-11-04,Affiliate,South,0
C000371,2024-11-04,Organic,Central,0
C003739,2024-11-04,Paid Search,Central,0
C008149,2024-11-04,Direct,South,0
C008122,2024-11-04,Email,Central,0
C003677,2024-11-04,Paid Search,West,0
C002984,2024-11-04,Direct,North,0
C000847,2024-11-05,Paid Search,West,0
C007668,2024-11-05,Social,,0
C002731,2024-11-05,Direct,East,0
C003499,2024-11-05,Direct,West,1
C003984,2024-11-05,Email,Central,0
C002442,2024-11-05,Organic,South,0
C004193,2024-11-05,Social,West,0
C004030,2024-11-05,Organic,Central,0
C002711,2024-11-05,Social,South,0
C005309,2024-11-05,Paid Search,East,0
C006150,2024-11-05,Social,South,0
C005403,2024-11-06,Organic,West,0
C004807,2024-11-06,Email,Central,0
C003244,2024-11-06,Paid Search,Central,0
C002023,2024-11-06,Organic,Central,0
C000005,2024-11-06,Organic,Central,0
C001272,2024-11-06,Affiliate,North,0
C007031,2024-11-06,Organic,Central,0
C004102,2024-11-06,Organic,North,0
C006633,2024-11-06,Paid Search,South,1
C002466,2024-11-06,Paid Search,West,1
C003684,2024-11-06,Organic,North,0
C006542,2024-11-06,Email,Central,0
C002997,2024-11-06,Social,East,0
C005259,2024-11-06,Paid Search,North,0
C006242,2024-11-06,Organic,Central,0
C007830,2024-11-06,Paid Search,Central,0
C008960,2024-11-06,Paid Search,South,0
C006534,2024-11-06,Direct,West,0
C005392,2024-11-06,Affiliate,East,0
C003946,2024-11-06,Paid Search,West,0
C008483,2024-11-07,Paid Search,East,0
C006379,2024-11-07,Paid Search,West,0
C006703,2024-11-07,Direct,East,0
C003625,2024-11-07,Paid Search,South,0
C005761,2024-11-07,Affiliate,West,0
C004866,2024-11-07,Organic,West,0
C000929,2024-11-07,Paid Search,North,0
C000953,2024-11-07,Paid Search,South,1
C001405,2024-11-08,Direct,South,0
C008231,2024-11-08,Direct,West,0
C004622,2024-11-08,Email,North,0
C003974,2024-11-08,Organic,Central,0
C001652,2024-11-08,Email,West,0
C008368,2024-11-08,Direct,West,0
C000638,2024-11-08,Paid Search,North,0
C006590,2024-11-08,Social,East,0
C007074,2024-11-08,Paid Search,Central,0
C001701,2024-11-08,Direct,East,0
C002083,2024-11-08,Organic,Central,0
C001002,2024-11-08,Paid Search,West,1
C001426,2024-11-08,Paid Search,West,0
C005375,2024-11-08,Organic,South,0
C008485,2024-11-09,Social,North,0
C003488,2024-11-09,Organic,Central,0
C003049,2024-11-09,Paid Search,South,0
C003680,2024-11-09,Direct,Central,0
C001673,2024-11-09,Paid Search,South,0
C001387,2024-11-09,Paid Search,South,0
C004539,2024-11-09,Paid Search,North,0
C006177,2024-11-09,Affiliate,North,0
C003333,2024-11-09,Organic,Central,0
C000073,2024-11-09,Organic,East,0
C008415,2024-11-09,Organic,East,1
C003918,2024-11-09,Social,East,0
C000798,2024-11-09,Affiliate,North,0
C008756,2024-11-09,Paid Search,Central,0
C002530,2024-11-10,Paid Search,South,0
C006620,2024-11-10,Organic,East,0
C004537,2024-11-10,Organic,East,0
C004330,2024-11-10,Social,North,1
C008941,2024-11-10,Paid Search,South,0
C007410,2024-11-10,Paid Search,East,0
C002677,2024-11-10,Social,Central,0
C007773,2024-11-10,Direct,Central,1
C008387,2024-11-10,Email,East,0
C004512,2024-11-10,Paid Search,South,0
C000517,2024-11-10,Affiliate,South,0
C001364,2024-11-10,Paid Search,West,0
C005766,2024-11-10,Email,Central,0
C005830,2024-11-10,Paid Search,East,0
C008013,2024-11-10,Paid Search,East,0
C000925,2024-11-11,Organic,Central,0
C001661,2024-11-11,Affiliate,West,0
C002851,2024-11-11,Organic,Central,0
C006282,2024-11-11,Email,Central,0
C000821,2024-11-11,Paid Search,Central,0
C003550,2024-11-11,Paid Search,West,0
C001094,2024-11-11,Paid Search,West,0
C008538,2024-11-11,Social,West,1
C001472,2024-11-11,Paid Search,Central,0
C000904,2024-11-11,Social,Central,0
C007561,2024-11-11,Social,North,0
C007826,2024-11-11,Organic,North,0
C006292,2024-11-11,Organic,South,0
C001720,2024-11-11,Paid Search,North,0
C002975,2024-11-11,Organic,West,0
C001505,2024-11-12,Affiliate,South,0
C006696,2024-11-12,Organic,East,0
C003350,2024-11-12,Paid Search,South,0
C002539,2024-11-12,Paid Search,North,0
C004712,2024-11-12,Affiliate,Central,0
C000899,2024-11-12,Organic,South,0
C007273,2024-11-12,Paid Search,West,0
C005867,2024-11-12,Direct,Central,0
C007242,2024-11-12,Affiliate,Central,0
C003789,2024-11-12,Direct,South,1
C004501,2024-11-12,Social,Central,0
C000894,2024-11-12,Paid Search,South,0
C007857,2024-11-12,Social,West,0
C004230,2024-11-12,Organic,Central,0
C001129,2024-11-12,Email,North,0
C001407,2024-11-12,Affiliate,South,0
C006396,2024-11-12,Organic,West,0
C000827,2024-11-12,Paid Search,Central,0
C003817,2024-11-13,Direct,Central,0
C003512,2024-11-13,Paid Search,Central,0
C007433,2024-11-13,Direct,South,0
C007214,2024-11-13,Paid Search,Central,0
C002839,2024-11-13,Paid Search,South,0
C001886,2024-11-13,Paid Search,South,0
C001915,2024-11-13,Organic,North,0
C006340,2024-11-13,Social,West,0
C002991,2024-11-13,Organic,Central,0
C005104,2024-11-13,Direct,West,0
C003927,2024-11-13,Affiliate,North,0
C002865,2024-11-13,Organic,South,0
C006540,2024-11-13,Direct,South,0
C003710,2024-11-13,Email,East,0
C007499,2024-11-13,Email,West,1
C007769,2024-11-13,Paid Search,North,0
C000776,2024-11-13,Email,East,0
C002843,2024-11-13,Affiliate,Central,1
C005075,2024-11-13,Email,South,0
C006638,2024-11-14,Paid Search,Central,0
C000299,2024-11-14,Email,West,0
C001086,2024-11-14,Organic,North,0
C008255,2024-11-14,Social,South,0
C002493,2024-11-14,Paid Search,West,0
C007002,2024-11-14,Paid Search,East,0
C000221,2024-11-14,Paid Search,South,0
C003611,2024-11-14,Affiliate,South,0
C001892,2024-11-14,Organic,North,0
C000588,2024-11-14,Social,South,0
C006043,2024-11-14,Organic,East,0
C006226,2024-11-14,Organic,Central,0
C000984,2024-11-14,Direct,South,0
C006876,2024-11-14,Organic,South,1
C002144,2024-11-14,Social,East,0
C007652,2024-11-14,Paid Search,North,0
C008827,2024-11-14,Paid Search,South,0
C008666,2024-11-14,Paid Search,North,0
C007596,2024-11-14,Email,North,0
C007141,2024-11-14,Social,West,0
C008109,2024-11-15,Paid Search,East,0
C006394,2024-11-15,Organic,Central,0
C002763,2024-11-15,Organic,West,0
C004191,2024-11-15,Paid Search,East,0
C000472,2024-11-15,Paid Search,West,0
C002311,2024-11-15,Paid Search,North,0
C008349,2024-11-15,Paid Search,Central,0
C006178,2024-11-15,Email,West,0
C000067,2024-11-15,Paid Search,East,0
C001910,2024-11-15,Organic,South,0
C008775,2024-11-15,Paid Search,West,0
C007058,2024-11-15,Email,South,0
C004168,2024-11-15,Paid Search,East,1
C008694,2024-11-15,Organic,South,0
C007098,2024-11-15,Paid Search,East,0
C008949,2024-11-16,Affiliate,West,0
C007518,2024-11-16,Organic,North,0
C000922,2024-11-16,Paid Search,Central,0
C006250,2024-11-16,Social,Central,0
C005705,2024-11-16,Paid Search,,0
C007474,2024-11-16,Organic,West,1
C004632,2024-11-16,Organic,Central,0
C002141,2024-11-16,Social,East,0
C001471,2024-11-16,Paid Search,Central,0
C000712,2024-11-16,Social,South,0
C007286,2024-11-16,Affiliate,West,0
C001846,2024-11-16,Affiliate,South,0
C006333,2024-11-16,Social,East,0
C004264,2024-11-16,Paid Search,East,0
C002053,2024-11-16,Paid Search,East,0
C008448,2024-11-16,Affiliate,North,0
C007256,2024-11-17,Paid Search,East,0
C000341,2024-11-17,Paid Search,East,0
C005413,2024-11-17,Paid Search,East,0
C006885,2024-11-17,Email,Central,0
C004892,2024-11-17,Paid Search,West,0
C005919,2024-11-17,Direct,East,0
C008200,2024-11-17,Paid Search,Central,0
C002267,2024-11-17,Organic,North,0
C001630,2024-11-17,Social,North,0
C000699,2024-11-17,Organic,North,0
C008859,2024-11-17,Social,North,0
C006561,2024-11-17,Paid Search,South,0
C003763,2024-11-17,Paid Search,North,0
C005144,2024-11-17,Organic,North,0
C000620,2024-11-17,Paid Search,West,0
C004263,2024-11-17,Organic,East,0
C008695,2024-11-18,Organic,North,0
C007007,2024-11-18,Paid Search,South,0
C004663,2024-11-18,Affiliate,South,0
C004291,2024-11-18,Direct,West,0
C005870,2024-11-18,Organic,South,1
C002994,2024-11-18,Email,East,0
C005666,2024-11-18,Paid Search,Central,0
C001589,2024-11-18,Affiliate,South,0
C005031,2024-11-18,Direct,South,0
C007935,2024-11-19,Social,North,0
C008974,2024-11-19,Organic,Central,0
C000494,2024-11-19,Organic,South,0
C003555,2024-11-19,Social,West,0
C002018,2024-11-19,Organic,East,0
C001292,2024-11-19,Organic,South,0
C002462,2024-11-19,Affiliate,South,0
C007855,2024-11-19,Email,West,1
C004145,2024-11-19,Affiliate,East,0
C004536,2024-11-19,Organic,West,0
C003353,2024-11-19,Affiliate,Central,0
C005680,2024-11-19,Paid Search,East,0
C000814,2024-11-19,Social,South,1
C006352,2024-11-19,Social,West,0
C001064,2024-11-19,Direct,Central,1
C005694,2024-11-19,Paid Search,South,1
C002217,2024-11-20,Direct,North,0
C007490,2024-11-20,Social,Central,0
C004339,2024-11-20,Direct,South,0
C008931,2024-11-20,Organic,Central,0
C002887,2024-11-20,Organic,East,0
C004485,2024-11-20,Paid Search,South,0
C008968,2024-11-20,Email,Central,0
C008203,2024-11-20,Paid Search,West,0
C001315,2024-11-20,Paid Search,West,0
C000281,2024-11-20,Affiliate,East,0
C001765,2024-11-20,Affiliate,North,0
C007308,2024-11-20,Affiliate,North,0
C003672,2024-11-21,Affiliate,Central,0
C007588,2024-11-21,Affiliate,North,0
C004324,2024-11-21,Email,East,0
C001814,2024-11-21,Direct,West,0
C002065,2024-11-21,Affiliate,Central,0
C006171,2024-11-21,Paid Search,West,0
C004589,2024-11-21,Paid Search,West,0
C007036,2024-11-21,Social,North,0
C001979,2024-11-21,Direct,West,0
C002400,2024-11-21,Affiliate,Central,0
C006914,2024-11-21,Paid Search,West,0
C006856,2024-11-21,Email,West,0
C001920,2024-11-21,Affiliate,West,0
C004142,2024-11-21,Affiliate,Central,0
C001301,2024-11-21,Affiliate,East,0
C001155,2024-11-21,Email,North,0
C004353,2024-11-21,Email,West,0
C007265,2024-11-22,Social,North,0
C001818,2024-11-22,Paid Search,Central,1
C007343,2024-11-22,Affiliate,West,0
C003681,2024-11-22,Social,Central,0
C005045,2024-11-22,Email,North,0
C006893,2024-11-22,Organic,North,0
C005710,2024-11-22,Paid Search,Central,0
C001485,2024-11-22,Organic,East,0
C004788,2024-11-22,Paid Search,South,0
C000406,2024-11-22,Social,West,0
C005077,2024-11-22,Organic,East,0
C005693,2024-11-22,Paid Search,South,0
C001180,2024-11-22,Social,South,0
C007051,2024-11-22,Social,East,0
C001084,2024-11-23,Direct,North,0
C000182,2024-11-23,Paid Search,,0
C006687,2024-11-23,Direct,Central,0
C005734,2024-11-23,Paid Search,East,0
C003355,2024-11-23,Paid Search,South,0
C007124,2024-11-23,Organic,East,0
C002502,2024-11-23,Organic,South,0
C000845,2024-11-23,Organic,South,0
C005744,2024-11-23,Affiliate,West,0
C006519,2024-11-23,Email,North,0
C004909,2024-11-24,Affiliate,West,0
C001744,2024-11-24,Social,North,0
C008781,2024-11-24,Paid Search,North,0
C004888,2024-11-24,Email,West,1
C007259,2024-11-24,Social,Central,0
C005842,2024-11-24,Social,Central,0
C006824,2024-11-24,Paid Search,Central,0
C004076,2024-11-24,Organic,North,0
C001974,2024-11-24,Affiliate,East,0
C006823,2024-11-24,Organic,Central,0
C006243,2024-11-24,Direct,West,0
C001941,2024-11-24,Email,Central,0
C003245,2024-11-24,Email,Central,0
C007569,2024-11-24,Affiliate,East,0
C006924,2024-11-25,Social,North,0
C008211,2024-11-25,Organic,Central,0
C006988,2024-11-25,Paid Search,East,0
C008922,2024-11-25,Paid Search,North,0
C006427,2024-11-25,Affiliate,East,0
C007212,2024-11-25,Organic,Central,0
C001595,2024-11-25,Organic,Central,0
C000608,2024-11-25,Affiliate,South,0
C007723,2024-11-25,Affiliate,North,0
C004924,2024-11-25,Paid Search,North,0
C003686,2024-11-25,Paid Search,West,0
C005602,2024-11-25,Direct,West,0
C002180,2024-11-25,Paid Search,Central,0
C007087,2024-11-25,Paid Search,East,0
C006831,2024-11-25,Direct,South,0
C003275,2024-11-25,Paid Search,South,1
C007189,2024-11-26,Paid Search,East,0
C007013,2024-11-26,Direct,South,1
C006119,2024-11-26,Affiliate,North,0
C006805,2024-11-26,Social,West,0
C001477,2024-11-26,Email,Central,0
C004173,2024-11-26,Paid Search,Central,0
C007529,2024-11-26,Organic,South,0
C001753,2024-11-26,Direct,Central,0
C007392,2024-11-26,Organic,Central,0
C008605,2024-11-26,Paid Search,North,0
C000237,2024-11-26,Organic,North,0
C008858,2024-11-26,Email,East,0
C002714,2024-11-26,Paid Search,South,0
C000604,2024-11-26,Direct,West,0
C007833,2024-11-26,Social,West,0
C008285,2024-11-26,Social,East,0
C004023,2024-11-26,Direct,Central,0
C002954,2024-11-26,Paid Search,West,0
C005196,2024-11-27,Paid Search,Central,0
C008486,2024-11-27,Paid Search,North,0
C000114,2024-11-27,Organic,North,0
C001647,2024-11-27,Organic,Central,0
C007440,2024-11-27,Paid Search,West,0
C004767,2024-11-27,Direct,South,0
C000154,2024-11-27,Direct,Central,1
C003084,2024-11-27,Paid Search,East,0
C001834,2024-11-27,Paid Search,North,0
C008824,2024-11-27,Direct,East,0
C003830,2024-11-27,Social,North,1
C001957,2024-11-27,Paid Search,North,0
C008853,2024-11-27,Paid Search,West,0
C008220,2024-11-27,Paid Search,North,0
C008580,2024-11-27,Organic,North,0
C007708,2024-11-27,Social,South,0
C004131,2024-11-27,Affiliate,South,0
C003282,2024-11-27,Affiliate,South,0
C001017,2024-11-27,Organic,West,0
C001023,2024-11-27,Affiliate,North,0
C007115,2024-11-27,Paid Search,Central,0
C007665,2024-11-27,Affiliate,South,0
C003451,2024-11-27,Paid Search,North,0
C008548,2024-11-27,Social,East,0
C003032,2024-11-28,Email,South,0
C005380,2024-11-28,Paid Search,East,0
C008932,2024-11-28,Paid Search,Central,0
C005057,2024-11-28,Email,East,0
C001358,2024-11-28,Paid Search,West,0
C008627,2024-11-28,Paid Search,North,0
C001195,2024-11-28,Organic,West,0
C000337,2024-11-28,Social,West,0
C002588,2024-11-28,Paid Search,West,0
C001269,2024-11-28,Paid Search,South,0
C005443,2024-11-28,Affiliate,West,0
C006049,2024-11-28,Email,Central,0
C002624,2024-11-29,Organic,Central,0
C000081,2024-11-29,Email,North,0
C002370,2024-11-29,Organic,West,0
C002250,2024-11-29,Social,South,0
C005534,2024-11-29,Organic,North,0
C008334,2024-11-29,Direct,East,0
C000864,2024-11-29,Direct,South,0
C006429,2024-11-29,Organic,East,0
C005268,2024-11-29,Social,East,0
C005030,2024-11-29,Organic,West,0
C002196,2024-11-29,Social,East,0
C006251,2024-11-29,Email,East,0
C007362,2024-11-29,Email,West,0
C001709,2024-11-29,Organic,North,0
C003115,2024-11-29,Direct,South,0
C000089,2024-11-29,Paid Search,East,0
C001816,2024-11-29,Paid Search,Central,0
C008399,2024-11-29,Affiliate,South,0
C000019,2024-11-29,Social,East,0
C003189,2024-11-29,Paid Search,Central,0
C003430,2024-11-30,Organic,North,0
C003061,2024-11-30,Paid Search,West,0
C007456,2024-11-30,Organic,East,0
C003666,2024-11-30,Paid Search,East,0
C002980,2024-11-30,Direct,West,0
C004535,2024-11-30,Paid Search,South,0
C005068,2024-11-30,Social,South,0
C006900,2024-11-30,Social,Central,0
C001106,2024-11-30,Affiliate,North,0
C001263,2024-11-30,Organic,East,0
C008588,2024-11-30,Social,East,0
C002805,2024-11-30,Paid Search,West,0
C006822,2024-11-30,Paid Search,Central,0
C001919,2024-11-30,Email,Central,0
C004386,2024-11-30,Organic,West,1
C007598,2024-11-30,Email,Central,0
C002393,2024-11-30,Email,East,0
C008085,2024-11-30,Paid Search,North,0
C001599,2024-11-30,Organic,West,0
C005321,2024-12-01,Paid Search,Central,0
C004590,2024-12-01,Paid Search,Central,0
C007323,2024-12-01,Organic,North,0
C004209,2024-12-01,Organic,South,0
C007528,2024-12-01,Paid Search,West,0
C007480,2024-12-01,Affiliate,South,0
C008964,2024-12-01,Paid Search,West,0
C004049,2024-12-01,Direct,South,0
C005956,2024-12-01,Paid Search,South,1
C005589,2024-12-01,Paid Search,Central,0
C001692,2024-12-01,Direct,Central,0
C001745,2024-12-01,Affiliate,North,0
C001933,2024-12-01,Paid Search,North,0
C006001,2024-12-01,Organic,South,0
C008228,2024-12-01,Paid Search,Central,0
C008137,2024-12-01,Organic,North,0
C004958,2024-12-01,Direct,West,0
C000378,2024-12-01,Organic,North,0
C007178,2024-12-01,Paid Search,North,0
C004705,2024-12-01,Email,West,0
C008274,2024-12-02,Direct,South,0
C000990,2024-12-02,Social,Central,0
C001026,2024-12-02,Social,West,0
C001085,2024-12-02,Email,Central,0
C006414,2024-12-02,Paid Search,North,0
