order_id,customer_id,order_date,attribution_channel,status,shipping_cost,discount_amount
O0031139,C002385,2025-05-13 15:00:00,Direct,fulfilled,5.76,0.0
O0001601,C005573,2024-02-02 06:00:00,Direct,fulfilled,2.43,0.0
O0002045,C007958,2024-02-10 23:00:00,Email,fulfilled,4.03,18.65
O0021693,C004453,2025-01-02 11:00:00,Paid Search,pending,3.06,0.0
O0008152,C002707,2024-06-01 04:00:00,Email,fulfilled,2.17,0.0
O0018145,C002579,2024-11-11 11:00:00,Affiliate,fulfilled,4.23,0.0
O0004625,C008829,2024-03-30 15:00:00,Direct,fulfilled,6.46,0.0
O0025250,C003784,2025-02-22 20:00:00,Email,fulfilled,6.33,0.0
O0024001,C004561,2025-02-04 01:00:00,Social,fulfilled,4.75,0.0
O0031592,C002384,2025-05-19 15:00:00,Email,fulfilled,3.22,0.0
O0027090,C005070,2025-03-20 00:00:00,Direct,fulfilled,3.72,0.0
O0011670,C008388,2024-08-01 02:00:00,Email,fulfilled,3.39,0.0
O0005719,C001179,2024-04-18 06:00:00,Email,fulfilled,2.46,0.0
O0009948,C000874,2024-07-03 19:00:00,Affiliate,fulfilled,3.49,0.0
O0013072,C004594,2024-08-23 23:00:00,Direct,fulfilled,2.11,0.0
O0023407,C008759,2025-01-27 09:00:00,Paid Search,fulfilled,3.78,0.0
O0034581,C006449,2025-06-29 20:00:00,Paid Search,fulfilled,4.25,6.92
O0032937,C004909,2025-06-07 08:00:00,Email,fulfilled,3.49,6.13
O0014775,C008467,2024-09-19 07:00:00,Organic,fulfilled,5.16,0.0
O0003448,C003939,2024-03-08 01:00:00,Organic,fulfilled,4.82,0.0
O0036273,C002001,2025-07-20 23:00:00,Social,fulfilled,4.56,0.0
O0018761,C008214,2024-11-21 23:00:00,Direct,fulfilled,4.51,0.0
O0035603,C004481,2025-07-12 14:00:00,Organic,fulfilled,3.44,7.01
O0008398,C000884,2024-06-05 09:00:00,Paid Search,fulfilled,3.64,0.0
O0005986,C005341,2024-04-23 18:00:00,Direct,fulfilled,3.5,0.0
O0003748,C006504,2024-03-14 14:00:00,Organic,fulfilled,2.7,0.0
O0018809,C008356,2024-11-21 23:00:00,Paid Search,fulfilled,3.94,0.0
O0004484,C002776,2024-03-27 06:00:00,Paid Search,fulfilled,5.19,0.0
O0007922,C007687,2024-05-28 08:00:00,Affiliate,fulfilled,6.05,9.26
O0020051,C000733,2024-12-09 06:00:00,Paid Search,canceled,5.45,0.0
O0006039,C004280,2024-04-24 04:00:00,Direct,fulfilled,3.06,0.0
O0033497,C005916,2025-06-14 16:00:00,Social,fulfilled,4.74,0.0
O0012436,C001943,2024-08-13 12:00:00,Email,fulfilled,2.89,0.0
O0029470,C008411,2025-04-21 08:00:00,Email,fulfilled,4.13,0.0
O0002769,C003939,2024-02-24 05:00:00,Organic,fulfilled,3.78,0.0
O0011033,C004929,2024-07-21 06:00:00,Organic,fulfilled,3.3,0.0
O0001482,C007289,2024-01-31 13:00:00,Affiliate,fulfilled,3.84,0.0
O0034928,C000293,2025-07-04 12:00:00,Direct,fulfilled,4.38,15.51
O0009539,C005078,2024-06-25 15:00:00,Social,fulfilled,4.36,0.0
O0027838,C001767,2025-03-29 22:00:00,Social,fulfilled,2.88,0.0
O0021953,C002321,2025-01-06 12:00:00,Email,pending,3.55,16.97
O0003383,C001839,2024-03-07 13:00:00,Email,fulfilled,1.86,10.14
O0031122,C001796,2025-05-12 03:00:00,Paid Search,fulfilled,6.76,0.0
O0001250,C006164,2024-01-26 09:00:00,Social,fulfilled,3.74,0.0
O0027604,C000928,2025-03-26 06:00:00,Social,fulfilled,5.18,0.0
O0022875,C005730,2025-01-19 19:00:00,Social,fulfilled,4.81,0.0
O0010098,C008392,2024-07-05 14:00:00,Organic,fulfilled,3.2,3.25
O0014890,C003852,2024-09-21 20:00:00,Email,fulfilled,3.53,0.0
O0018016,C002571,2024-11-09 18:00:00,Affiliate,pending,4.56,0.0
O0027100,C007852,2025-03-20 21:00:00,Email,fulfilled,5.15,0.0
O0025325,C002391,2025-02-23 13:00:00,Organic,fulfilled,3.02,8.34
O0032744,C004632,2025-06-04 06:00:00,Paid Search,fulfilled,4.51,0.0
O0035235,C002904,2025-07-07 00:00:00,Paid Search,fulfilled,4.67,0.0
O0020594,C004036,2024-12-18 03:00:00,Affiliate,fulfilled,3.18,0.0
O0027944,C007165,2025-03-31 09:00:00,Organic,fulfilled,6.45,0.0
O0011739,C003917,2024-08-02 06:00:00,Email,fulfilled,5.06,0.0
O0002601,C006008,2024-02-21 12:00:00,Organic,fulfilled,4.91,0.0
O0005012,C004451,2024-04-06 00:00:00,Direct,fulfilled,2.62,9.6
O0003587,C002524,2024-03-11 16:00:00,Email,fulfilled,3.75,0.0
O0018296,C002301,2024-11-13 13:00:00,Organic,fulfilled,4.87,0.0
O0006524,C006198,2024-05-03 14:00:00,Organic,fulfilled,6.23,10.43
O0024786,C005799,2025-02-15 01:00:00,Social,fulfilled,3.94,0.0
O0016560,C001950,2024-10-17 07:00:00,Email,fulfilled,4.89,0.0
O0005926,C001605,2024-04-21 12:00:00,Paid Search,fulfilled,2.94,3.76
O0025796,C001166,2025-03-02 01:00:00,Email,fulfilled,4.98,10.75
O0012516,C000848,2024-08-14 00:00:00,Paid Search,fulfilled,1.95,0.0
O0028246,C006700,2025-04-04 00:00:00,Paid Search,fulfilled,4.2,0.0
O0030602,C008254,2025-05-06 14:00:00,Direct,fulfilled,4.38,0.0
O0003350,C002352,2024-03-06 17:00:00,Organic,fulfilled,4.09,13.02
O0003209,C001439,2024-03-03 00:00:00,Paid Search,fulfilled,2.53,0.0
O0023069,C005189,2025-01-22 04:00:00,Organic,fulfilled,4.57,0.0
O0031538,C003078,2025-05-18 20:00:00,Organic,fulfilled,3.03,14.65
O0019427,C008799,2024-12-01 23:00:00,Direct,pending,4.16,0.0
O0021837,C005728,2025-01-04 23:00:00,Paid Search,fulfilled,2.78,0.0
O0035990,C003843,2025-07-17 12:00:00,Email,fulfilled,4.76,0.0
O0028226,C004812,2025-04-04 03:00:00,Organic,fulfilled,4.59,0.0
O0007696,C002706,2024-05-24 05:00:00,Email,fulfilled,4.69,0.0
O0001627,C007716,2024-02-02 00:00:00,Organic,fulfilled,4.9,14.78
O0008441,C008269,2024-06-06 13:00:00,Organic,fulfilled,4.19,0.0
O0014012,C001522,2024-09-07 11:00:00,Organic,fulfilled,3.75,0.0
O0029075,C001251,2025-04-16 00:00:00,Affiliate,fulfilled,3.18,0.0
O0020811,C007575,2024-12-21 13:00:00,Email,fulfilled,4.22,0.0
O0008009,C003094,2024-05-29 21:00:00,Paid Search,fulfilled,4.81,0.0
O0009070,C005809,2024-06-17 11:00:00,Email,fulfilled,5.49,0.0
O0010910,C007224,2024-07-19 05:00:00,Email,fulfilled,4.37,0.0
O0032438,C007549,2025-05-31 00:00:00,Direct,fulfilled,3.57,0.0
O0018742,C000020,2024-11-20 03:00:00,Paid Search,fulfilled,4.82,0.0
O0034005,C005303,2025-06-21 04:00:00,Social,fulfilled,4.93,0.0
O0001924,C005823,2024-02-07 01:00:00,Social,fulfilled,4.08,0.0
O0030664,C002526,2025-05-06 05:00:00,Paid Search,fulfilled,3.89,19.74
O0014600,C004784,2024-09-16 14:00:00,Paid Search,fulfilled,3.57,0.0
O0004786,C007266,2024-04-02 20:00:00,Email,fulfilled,4.27,0.0
O0026903,C002731,2025-03-17 18:00:00,Organic,fulfilled,3.04,3.26
O0029816,C001023,2025-04-25 13:00:00,Paid Search,fulfilled,4.09,3.2
O0016790,C003131,2024-10-20 14:00:00,Paid Search,fulfilled,1.94,0.0
O0005834,C007047,2024-04-20 17:00:00,Direct,fulfilled,4.61,0.0
O0017761,C001065,2024-11-05 14:00:00,Direct,pending,2.45,0.0
O0026475,C007176,2025-03-11 08:00:00,Paid Search,fulfilled,3.29,13.57
O0030906,C005048,2025-05-10 11:00:00,Direct,fulfilled,0.86,18.74
O0011256,C007071,2024-07-25 09:00:00,Organic,fulfilled,5.07,0.0
O0015951,C004137,2024-10-08 22:00:00,Email,fulfilled,3.7,0.0
O0037188,C003332,2025-08-01 10:00:00,Organic,fulfilled,4.33,0.0
O0020557,C006403,2024-12-17 10:00:00,Email,fulfilled,3.03,16.65
O0017743,C007546,2024-11-04 22:00:00,Social,fulfilled,6.2,0.0
O0036129,C001963,2025-07-19 21:00:00,Affiliate,fulfilled,5.52,0.0
O0033053,C008874,2025-06-08 17:00:00,Paid Search,fulfilled,5.34,0.0
O0014932,C001408,2024-09-21 22:00:00,Paid Search,fulfilled,4.16,19.48
O0006970,C007255,2024-05-11 12:00:00,Email,fulfilled,3.88,0.0
O0011178,C001074,2024-07-24 07:00:00,Direct,fulfilled,2.88,0.0
O0008406,C001165,2024-06-05 18:00:00,Social,fulfilled,5.71,0.0
O0007458,C001967,2024-05-20 03:00:00,Email,fulfilled,4.33,0.0
O0001377,C006235,2024-01-29 14:00:00,Email,fulfilled,5.74,0.0
O0016298,C007996,2024-10-13 23:00:00,Organic,fulfilled,4.5,0.0
O0000100,C001746,2024-01-03 07:00:00,Email,fulfilled,3.52,0.0
O0007495,C007595,2024-05-21 14:00:00,Affiliate,fulfilled,5.09,0.0
O0016038,C001354,2024-10-09 21:00:00,Paid Search,fulfilled,3.02,0.0
O0028338,C005885,2025-04-05 04:00:00,Paid Search,fulfilled,3.88,2.52
O0001041,C002812,2024-01-22 15:00:00,Social,fulfilled,3.86,0.0
O0024923,C004539,2025-02-17 23:00:00,Paid Search,fulfilled,4.61,16.72
O0014213,C001217,2024-09-10 05:00:00,Organic,fulfilled,2.81,15.28
O0015111,C000903,2024-09-24 06:00:00,Paid Search,fulfilled,2.28,0.0
O0021062,C003560,2024-12-24 02:00:00,Organic,fulfilled,1.98,0.0
O0031209,C008916,2025-05-14 05:00:00,Direct,fulfilled,5.25,0.0
O0002482,C000183,2024-02-18 15:00:00,Paid Search,fulfilled,3.41,0.0
O0001809,C004394,2024-02-05 21:00:00,Paid Search,fulfilled,1.76,0.0
O0032181,C003987,2025-05-27 12:00:00,Direct,fulfilled,3.55,0.0
O0023406,C005980,2025-01-27 01:00:00,Organic,fulfilled,3.71,0.0
O0009871,C007109,2024-07-01 04:00:00,Organic,fulfilled,2.73,0.0
O0013192,C000553,2024-08-25 10:00:00,Email,canceled,2.21,8.96
O0001634,C004644,2024-02-02 15:00:00,Paid Search,fulfilled,3.23,3.49
O0026256,C004557,2025-03-08 07:00:00,Paid Search,fulfilled,3.25,0.0
O0035244,C003327,2025-07-07 01:00:00,Social,fulfilled,4.81,15.87
O0036989,C003465,2025-07-29 04:00:00,Social,fulfilled,3.89,16.49
O0006710,C007901,2024-05-06 02:00:00,Organic,fulfilled,4.14,0.0
O0000135,C000536,2024-01-04 23:00:00,Direct,fulfilled,3.49,11.99
O0020263,C004859,2024-12-13 19:00:00,Direct,fulfilled,4.11,4.66
O0028244,C007937,2025-04-04 09:00:00,Paid Search,fulfilled,4.67,0.0
O0003009,C001162,2024-02-29 17:00:00,Affiliate,fulfilled,4.81,0.0
O0016771,C004259,2024-10-20 21:00:00,Email,fulfilled,1.56,0.0
O0033682,C006187,2025-06-17 15:00:00,Email,fulfilled,4.91,0.0
O0035767,C000193,2025-07-14 16:00:00,Paid Search,fulfilled,5.47,0.0
O0002192,C008221,2024-02-13 17:00:00,Direct,fulfilled,4.8,0.0
O0036596,C005730,2025-07-24 11:00:00,Paid Search,fulfilled,6.03,0.0
O0034221,C000942,2025-06-24 00:00:00,Social,fulfilled,5.22,10.35
O0028967,C002849,2025-04-14 19:00:00,Paid Search,fulfilled,4.53,0.0
O0027280,C000858,2025-03-22 19:00:00,Paid Search,fulfilled,3.73,0.0
O0032103,C005841,2025-05-25 23:00:00,Social,fulfilled,2.39,0.0
O0011781,C004707,2024-08-03 04:00:00,Affiliate,fulfilled,3.68,0.0
O0021334,C006711,2024-12-28 11:00:00,Email,fulfilled,4.41,0.0
O0029724,C001957,2025-04-24 12:00:00,Paid Search,fulfilled,5.09,0.0
O0010390,C004905,2024-07-10 06:00:00,Organic,fulfilled,4.04,0.0
O0025142,C001535,2025-02-20 17:00:00,Paid Search,fulfilled,4.18,0.0
O0027014,C007249,2025-03-19 07:00:00,Affiliate,fulfilled,2.49,0.0
O0016392,C000128,2024-10-14 01:00:00,Social,pending,5.19,18.0
O0019470,C007135,2024-12-01 20:00:00,Paid Search,fulfilled,3.11,4.02
O0021677,C003473,2025-01-02 10:00:00,Organic,fulfilled,4.03,0.0
O0010519,C008838,2024-07-13 01:00:00,Affiliate,fulfilled,3.64,0.0
O0031812,C004831,2025-05-22 03:00:00,Direct,fulfilled,4.68,0.0
O0001189,C005029,2024-01-25 17:00:00,Paid Search,fulfilled,3.18,0.0
O0004280,C006378,2024-03-23 07:00:00,Social,canceled,4.15,0.0
O0018866,C008625,2024-11-22 10:00:00,Paid Search,fulfilled,4.16,0.0
O0018065,C004104,2024-11-09 18:00:00,Paid Search,fulfilled,4.38,16.23
O0015514,C007660,2024-09-30 06:00:00,Paid Search,fulfilled,4.87,0.0
O0025965,C000584,2025-03-04 16:00:00,Paid Search,fulfilled,3.68,0.0
O0026570,C004433,2025-03-13 02:00:00,Affiliate,fulfilled,4.18,0.0
O0025776,C004590,2025-03-02 16:00:00,Affiliate,fulfilled,3.56,0.0
O0003873,C006440,2024-03-16 21:00:00,Organic,fulfilled,3.38,8.72
O0011124,C006003,2024-07-22 06:00:00,Social,fulfilled,3.32,0.0
O0013557,C000420,2024-08-30 13:00:00,Social,fulfilled,5.33,0.0
O0003596,C007136,2024-03-11 21:00:00,Organic,fulfilled,3.66,0.0
O0010056,C008476,2024-07-05 19:00:00,Direct,fulfilled,3.96,0.0
O0028147,C008225,2025-04-03 20:00:00,Organic,fulfilled,2.64,0.0
O0036802,C007094,2025-07-27 17:00:00,Paid Search,fulfilled,3.8,0.0
O0006484,C006254,2024-05-02 17:00:00,Paid Search,fulfilled,2.58,13.81
O0008739,C008740,2024-06-11 06:00:00,Organic,fulfilled,3.9,0.0
O0001074,C002998,2024-01-23 22:00:00,Organic,fulfilled,3.91,18.03
O0008308,C004308,2024-06-04 06:00:00,Direct,fulfilled,5.31,2.89
O0014496,C007043,2024-09-15 08:00:00,Direct,fulfilled,4.35,0.0
O0000119,C002644,2024-01-03 04:00:00,Paid Search,fulfilled,4.98,0.0
O0026409,C001323,2025-03-10 23:00:00,Paid Search,fulfilled,4.45,18.31
O0021511,C001074,2024-12-31 16:00:00,Direct,fulfilled,4.37,14.12
O0019458,C007363,2024-12-01 01:00:00,Organic,fulfilled,3.79,0.0
O0005032,C004986,2024-04-06 15:00:00,Organic,fulfilled,4.37,6.39
O0002067,C004538,2024-02-10 16:00:00,Paid Search,fulfilled,3.39,0.0
O0008355,C002284,2024-06-04 23:00:00,Paid Search,fulfilled,4.86,0.0
O0010857,C000757,2024-07-18 19:00:00,Email,fulfilled,4.37,9.67
O0007878,C007304,2024-05-27 04:00:00,Email,fulfilled,4.25,5.03
O0013913,C000641,2024-09-05 12:00:00,Paid Search,fulfilled,3.84,0.0
O0033739,C008227,2025-06-18 14:00:00,Direct,fulfilled,3.6,0.0
O0001645,C000481,2024-02-02 14:00:00,Social,fulfilled,3.56,5.78
O0036555,C008616,2025-07-24 03:00:00,Email,fulfilled,5.87,3.93
O0027606,C001648,2025-03-26 02:00:00,Social,fulfilled,6.65,9.59
O0008489,C004004,2024-06-07 23:00:00,Email,fulfilled,2.87,4.98
O0021827,C007956,2025-01-04 23:00:00,Paid Search,fulfilled,4.44,4.28
O0022150,C002868,2025-01-09 08:00:00,Email,fulfilled,3.5,0.0
O0003404,C000175,2024-03-07 06:00:00,Paid Search,fulfilled,4.13,17.08
O0019647,C003836,2024-12-04 17:00:00,Email,fulfilled,3.64,4.27
O0009935,C008027,2024-07-02 20:00:00,Paid Search,fulfilled,4.45,5.55
O0025851,C003103,2025-03-03 23:00:00,Direct,fulfilled,3.71,0.0
O0003240,C008168,2024-03-04 21:00:00,Organic,pending,2.09,0.0
O0011054,C004769,2024-07-21 22:00:00,Paid Search,fulfilled,5.13,0.0
O0036599,C003667,2025-07-24 15:00:00,Paid Search,fulfilled,2.73,12.62
O0004104,C001029,2024-03-20 12:00:00,Paid Search,fulfilled,2.85,0.0
O0028574,C002434,2025-04-09 15:00:00,Email,fulfilled,3.63,0.0
O0033833,C008130,2025-06-19 03:00:00,Email,fulfilled,3.47,4.38
O0034952,C001572,2025-07-04 21:00:00,Email,fulfilled,5.4,4.09
O0031172,C004460,2025-05-13 18:00:00,Organic,fulfilled,6.04,0.0
O0008591,C006497,2024-06-08 18:00:00,Paid Search,fulfilled,4.79,0.0
O0020220,C002530,2024-12-12 01:00:00,Organic,canceled,3.98,0.0
O0032072,C006383,2025-05-25 15:00:00,Paid Search,fulfilled,3.28,0.0
O0021307,C005236,2024-12-27 21:00:00,Paid Search,fulfilled,4.09,0.0
O0027288,C003274,2025-03-22 14:00:00,Paid Search,fulfilled,4.93,0.0
O0035589,C003659,2025-07-12 21:00:00,Email,fulfilled,3.94,2.23
O0024004,C005615,2025-02-05 00:00:00,Direct,fulfilled,4.37,13.73
O0031392,C003939,2025-05-16 13:00:00,Organic,fulfilled,5.17,0.0
O0003526,C001003,2024-03-10 20:00:00,Email,fulfilled,5.62,0.0
O0024400,C007303,2025-02-10 19:00:00,Paid Search,fulfilled,2.98,0.0
O0003301,C006815,2024-03-05 23:00:00,Organic,fulfilled,3.7,3.96
O0004293,C006967,2024-03-24 22:00:00,Email,fulfilled,4.81,0.0
O0016695,C008973,2024-10-19 18:00:00,Direct,fulfilled,3.33,0.0
O0015722,C003796,2024-10-04 20:00:00,Organic,fulfilled,5.29,0.0
O0030279,C004311,2025-05-01 17:00:00,Paid Search,fulfilled,2.79,0.0
O0025008,C001166,2025-02-18 22:00:00,Social,fulfilled,6.27,0.0
O0035945,C001386,2025-07-16 08:00:00,Paid Search,fulfilled,4.39,0.0
O0036625,C008270,2025-07-25 10:00:00,Email,fulfilled,3.47,0.0
O0004341,C008818,2024-03-25 00:00:00,Affiliate,fulfilled,3.16,0.0
O0004321,C001430,2024-03-24 00:00:00,Paid Search,fulfilled,4.15,0.0
O0028181,C002726,2025-04-03 04:00:00,Social,fulfilled,3.53,0.0
O0018926,C007148,2024-11-23 23:00:00,Organic,fulfilled,2.81,0.0
O0029621,C003287,2025-04-22 23:00:00,Social,fulfilled,5.01,0.0
O0019056,C008380,2024-11-25 12:00:00,Email,fulfilled,4.9,0.0
O0034621,C006752,2025-06-30 10:00:00,Direct,canceled,1.6,0.0
O0020766,C001113,2024-12-20 18:00:00,Paid Search,fulfilled,3.52,0.0
O0018848,C005031,2024-11-22 20:00:00,Organic,fulfilled,3.36,0.0
O0019074,C008079,2024-11-25 05:00:00,Paid Search,fulfilled,3.26,0.0
O0026047,C003034,2025-03-05 11:00:00,Paid Search,fulfilled,3.31,0.0
O0003612,C004279,2024-03-11 01:00:00,Paid Search,fulfilled,2.29,0.0
O0035579,C006343,2025-07-12 16:00:00,Direct,fulfilled,5.04,0.0
O0017020,C000443,2024-10-24 00:00:00,Affiliate,fulfilled,4.12,13.76
O0013601,C005314,2024-08-31 20:00:00,Organic,canceled,2.99,0.0
O0011328,C003170,2024-07-26 04:00:00,Paid Search,fulfilled,3.35,0.0
O0021536,C003101,2024-12-31 03:00:00,Organic,pending,5.72,0.0
O0031444,C001465,2025-05-16 06:00:00,Social,fulfilled,4.06,0.0
O0001700,C000555,2024-02-04 18:00:00,Affiliate,fulfilled,3.97,0.0
O0018110,C002405,2024-11-10 07:00:00,Organic,fulfilled,4.35,12.91
O0008971,C005650,2024-06-15 03:00:00,Paid Search,fulfilled,4.73,5.39
O0025552,C008139,2025-02-26 22:00:00,Paid Search,fulfilled,3.51,0.0
O0000008,C005074,2024-01-01 05:00:00,Email,fulfilled,3.37,0.0
O0026350,C003329,2025-03-09 05:00:00,Social,fulfilled,2.79,0.0
O0026426,C000657,2025-03-11 10:00:00,Direct,fulfilled,4.46,0.0
O0016522,C005854,2024-10-16 14:00:00,Paid Search,fulfilled,3.11,12.02
O0032690,C008194,2025-06-03 01:00:00,Social,fulfilled,3.93,0.0
O0008325,C005130,2024-06-04 06:00:00,Email,fulfilled,2.56,0.0
O0026608,C004099,2025-03-13 19:00:00,Organic,fulfilled,3.44,0.0
O0023251,C005603,2025-01-25 19:00:00,Email,fulfilled,4.39,9.15
O0024909,C008841,2025-02-17 12:00:00,Organic,fulfilled,4.69,0.0
O0017583,C007715,2024-11-02 07:00:00,Organic,fulfilled,4.2,5.42
O0016719,C008186,2024-10-19 15:00:00,Organic,fulfilled,3.81,11.72
O0009543,C000312,2024-06-26 22:00:00,Affiliate,fulfilled,2.86,3.85
O0006727,C006261,2024-05-06 05:00:00,Paid Search,fulfilled,4.4,0.0
O0025167,C007511,2025-02-21 15:00:00,Email,fulfilled,3.21,0.0
O0022974,C003007,2025-01-21 02:00:00,Email,fulfilled,4.71,0.0
O0004287,C001556,2024-03-24 22:00:00,Affiliate,fulfilled,2.16,0.0
O0012378,C006945,2024-08-12 14:00:00,Email,fulfilled,3.85,0.0
O0014327,C007090,2024-09-12 22:00:00,Organic,fulfilled,4.28,0.0
O0011369,C006341,2024-07-27 23:00:00,Email,fulfilled,4.44,0.0
O0017028,C005240,2024-10-24 18:00:00,Direct,fulfilled,3.63,0.0
O0002861,C004440,2024-02-26 05:00:00,Affiliate,fulfilled,3.64,0.0
O0000696,C005235,2024-01-15 17:00:00,Organic,fulfilled,3.74,0.0
O0011681,C002606,2024-08-01 16:00:00,Organic,fulfilled,2.66,0.0
O0018513,C006778,2024-11-16 03:00:00,Social,fulfilled,1.99,0.0
O0007580,C001441,2024-05-22 10:00:00,Organic,fulfilled,3.84,4.31
O0020909,C007398,2024-12-22 19:00:00,Organic,fulfilled,4.42,19.58
O0035183,C004293,2025-07-07 01:00:00,Email,fulfilled,3.31,19.74
O0035662,C004397,2025-07-13 00:00:00,Direct,canceled,5.3,3.05
O0022400,C006590,2025-01-12 14:00:00,Paid Search,fulfilled,5.05,0.0
O0010646,C003354,2024-07-14 01:00:00,Social,fulfilled,2.76,0.0
O0004757,C005247,2024-04-01 13:00:00,Paid Search,fulfilled,4.47,0.0
O0014582,C005658,2024-09-16 15:00:00,Organic,fulfilled,3.55,0.0
O0005466,C005089,2024-04-13 05:00:00,Paid Search,fulfilled,2.72,0.0
O0031985,C000846,2025-05-24 04:00:00,Paid Search,canceled,3.21,0.0
O0035657,C004136,2025-07-13 08:00:00,Direct,fulfilled,5.0,0.0
O0028996,C001281,2025-04-15 12:00:00,Direct,fulfilled,3.16,0.0
O0021570,C003055,2024-12-31 21:00:00,Paid Search,fulfilled,4.55,13.66
O0006442,C001592,2024-05-01 03:00:00,Social,fulfilled,4.69,0.0
O0031408,C004217,2025-05-16 10:00:00,Organic,fulfilled,3.72,0.0
O0025457,C004529,2025-02-25 15:00:00,Email,fulfilled,3.91,0.0
O0012701,C002587,2024-08-17 06:00:00,Organic,fulfilled,3.38,0.0
O0032766,C008162,2025-06-04 13:00:00,Paid Search,fulfilled,3.38,0.0
O0007064,C006136,2024-05-13 00:00:00,Email,fulfilled,5.34,2.62
O0009597,C004586,2024-06-27 21:00:00,Affiliate,fulfilled,3.49,10.13
O0015155,C005356,2024-09-25 20:00:00,Email,fulfilled,4.11,0.0
O0036148,C003026,2025-07-19 02:00:00,Email,fulfilled,2.8,0.0
O0032906,C005020,2025-06-06 20:00:00,Paid Search,fulfilled,3.75,0.0
O0029096,C006238,2025-04-16 14:00:00,Organic,fulfilled,4.8,0.0
O0014445,C008633,2024-09-14 22:00:00,Organic,fulfilled,3.84,17.97
O0010061,C001235,2024-07-05 20:00:00,Direct,fulfilled,2.93,0.0
O0032648,C005923,2025-06-03 13:00:00,Email,fulfilled,3.57,12.93
O0005733,C008816,2024-04-18 13:00:00,Organic,fulfilled,5.09,0.0
O0015963,C001350,2024-10-08 09:00:00,Organic,fulfilled,5.5,0.0
O0016099,C006456,2024-10-10 12:00:00,Paid Search,fulfilled,3.09,0.0
O0003935,C004270,2024-03-17 18:00:00,Organic,fulfilled,3.03,0.0
O0008491,C000014,2024-06-07 11:00:00,Email,pending,4.05,0.0
O0008699,C005719,2024-06-10 00:00:00,Social,fulfilled,5.6,0.0
O0035048,C001186,2025-07-05 17:00:00,Organic,fulfilled,3.46,0.0
O0033598,C008390,2025-06-16 12:00:00,Direct,fulfilled,2.91,0.0
O0005746,C005478,2024-04-18 04:00:00,Paid Search,fulfilled,4.01,0.0
O0030017,C008760,2025-04-28 17:00:00,Organic,fulfilled,3.25,18.19
O0006276,C004471,2024-04-28 20:00:00,Paid Search,fulfilled,4.03,0.0
O0015526,C001864,2024-10-01 04:00:00,Direct,fulfilled,5.65,0.0
O0020738,C003985,2024-12-20 22:00:00,Direct,fulfilled,3.93,0.0
O0033268,C008963,2025-06-11 10:00:00,Organic,canceled,4.81,0.0
O0018313,C006147,2024-11-13 17:00:00,Paid Search,fulfilled,4.8,0.0
O0016738,C008950,2024-10-19 02:00:00,Paid Search,fulfilled,5.63,3.55
O0017000,C001771,2024-10-23 10:00:00,Paid Search,fulfilled,4.54,0.0
O0011057,C002206,2024-07-21 22:00:00,Paid Search,fulfilled,5.79,0.0
O0021322,C003531,2024-12-28 15:00:00,Email,fulfilled,3.12,0.0
O0024816,C004737,2025-02-16 00:00:00,Email,fulfilled,4.52,9.31
O0022091,C000775,2025-01-08 22:00:00,Organic,fulfilled,1.68,15.21
O0030850,C003578,2025-05-09 19:00:00,Email,fulfilled,3.71,0.0
O0021755,C002819,2025-01-03 07:00:00,Organic,fulfilled,4.84,0.0
O0024266,C008217,2025-02-08 16:00:00,Social,fulfilled,2.6,0.0
O0018780,C003074,2024-11-21 17:00:00,Organic,fulfilled,4.72,0.0
O0014938,C004226,2024-09-21 04:00:00,Paid Search,fulfilled,5.11,0.0
O0032845,C004937,2025-06-05 13:00:00,Social,fulfilled,4.46,0.0
O0006215,C006932,2024-04-27 21:00:00,Organic,fulfilled,3.63,0.0
O0017817,C005591,2024-11-06 19:00:00,Affiliate,fulfilled,4.57,0.0
O0028462,C002303,2025-04-07 02:00:00,Paid Search,fulfilled,2.5,0.0
O0036015,C004539,2025-07-17 08:00:00,Paid Search,canceled,2.26,7.74
O0016146,C004695,2024-10-11 01:00:00,Email,fulfilled,3.68,0.0
O0032555,C007509,2025-06-02 23:00:00,Affiliate,fulfilled,3.37,0.0
O0006510,C001141,2024-05-03 11:00:00,Email,fulfilled,5.46,0.0
O0020536,C002348,2024-12-17 12:00:00,Direct,fulfilled,4.22,0.0
O0001261,C000153,2024-01-27 07:00:00,Email,fulfilled,4.0,18.92
O0017975,C002355,2024-11-08 10:00:00,Organic,fulfilled,2.72,17.78
O0026307,C005080,2025-03-09 01:00:00,Organic,fulfilled,4.31,2.59
O0021694,C000810,2025-01-02 00:00:00,Paid Search,fulfilled,4.44,0.0
O0021332,C006353,2024-12-28 19:00:00,Email,fulfilled,3.03,5.36
O0014192,C003665,2024-09-10 10:00:00,Email,fulfilled,3.35,0.0
O0029030,C002795,2025-04-15 16:00:00,Organic,fulfilled,4.43,0.0
O0009769,C001556,2024-06-29 21:00:00,Paid Search,fulfilled,3.25,0.0
O0015109,C008901,2024-09-24 02:00:00,Organic,fulfilled,2.99,0.0
O0006898,C006711,2024-05-10 13:00:00,Affiliate,fulfilled,5.13,0.0
O0001794,C004184,2024-02-05 09:00:00,Email,fulfilled,2.46,0.0
O0005726,C008917,2024-04-18 02:00:00,Email,fulfilled,3.86,0.0
O0020070,C004534,2024-12-10 09:00:00,Affiliate,fulfilled,4.96,0.0
