return_id,order_id,product_id,quantity,refund_amount,return_date,reason
R0004225,O0004225,P000203,1,168.85,2024-04-11,Late delivery
R0023044,O0023044,P000140,1,113.58,2025-02-10,Late delivery
R0011741,O0011741,P000190,1,108.68,2024-08-11,Late delivery
R0030170,O0030170,P000079,1,113.61,2025-05-29,Defective
R0007681,O0007681,P000048,2,273.86,2024-06-02,Too small
R0021514,O0021514,P000081,1,33.16,2025-01-12,Late delivery
R0002900,O0002900,P000058,1,111.12,2024-03-04,Late delivery
R0025273,O0025273,P000048,1,136.93,2025-03-09,Wrong item
R0035896,O0035896,P000004,1,61.41,2025-08-02,Late delivery
R0000136,O0000136,P000120,2,135.5,2024-01-30,Defective
R0036122,O0036122,P000176,2,147.74,2025-08-08,Late delivery
R0018126,O0018126,P000156,2,305.76,2024-11-27,Late delivery
R0007219,O0007219,P000108,3,38.28,2024-06-09,Changed mind
R0013896,O0013896,P000151,2,202.46,2024-09-11,Changed mind
R0033879,O0033879,P000031,1,101.59,2025-07-19,Changed mind
R0026507,O0026507,P000048,2,273.86,2025-04-08,Too small
R0009996,O0009996,P000211,3,366.24,2024-07-16,Late delivery
R0014191,O0014191,P000034,2,318.32,2024-09-27,Defective
R0026138,O0026138,P000138,1,15.57,2025-04-05,Wrong item
R0003485,O0003485,P000202,1,64.17,2024-03-21,Changed mind
R0020070,O0020070,P000012,3,449.73,2024-12-27,Defective
R0009942,O0009942,P000069,1,202.06,2024-07-31,Changed mind
R0016512,O0016512,P000067,1,134.32,2024-11-02,Wrong item
R0002413,O0002413,P000032,1,101.71,2024-03-05,Wrong item
R0016350,O0016350,P000108,1,12.76,2024-10-21,Wrong item
R0024992,O0024992,P000206,2,137.16,2025-02-28,Wrong item
R0004682,O0004682,P000007,2,75.8,2024-04-29,Too small
R0034336,O0034336,P000061,1,67.98,2025-07-04,Late delivery
R0012919,O0012919,P000181,2,321.0,2024-08-27,Defective
R0005757,O0005757,P000174,1,80.62,2024-05-02,Defective
R0024570,O0024570,P000187,2,179.54,2025-02-20,Changed mind
R0014147,O0014147,P000198,1,155.23,2024-09-11,Changed mind
R0036870,O0036870,P000075,1,34.84,2025-08-19,Wrong item
R0022320,O0022320,P000176,2,147.74,2025-01-13,Defective
R0022088,O0022088,P000039,1,110.39,2025-01-24,Changed mind
R0029083,O0029083,P000130,1,165.68,2025-04-27,Too small
R0001140,O0001140,P000102,1,121.71,2024-02-21,Late delivery
R0018603,O0018603,P000037,2,324.68,2024-12-03,Defective
R0027803,O0027803,P000206,1,68.58,2025-04-09,Too small
R0005087,O0005087,P000135,3,427.59,2024-04-09,Late delivery
R0026956,O0026956,P000100,1,172.57,2025-04-12,Defective
R0019134,O0019134,P000081,1,33.16,2024-12-10,Wrong item
R0024078,O0024078,P000159,1,193.58,2025-02-19,Changed mind
R0011202,O0011202,P000212,1,66.35,2024-08-13,Too small
R0020519,O0020519,P000096,3,276.21,2025-01-04,Late delivery
R0004173,O0004173,P000192,1,168.94,2024-04-15,Too small
R0001438,O0001438,P000156,2,305.76,2024-02-23,Defective
R0029865,O0029865,P000136,1,170.33,2025-05-17,Late delivery
R0006684,O0006684,P000164,1,103.98,2024-05-25,Too small
R0030432,O0030432,P000138,1,15.57,2025-05-19,Defective
R0017299,O0017299,P000199,1,50.43,2024-11-15,Defective
R0025059,O0025059,P000196,1,18.21,2025-03-11,Late delivery
R0004315,O0004315,P000130,2,331.36,2024-04-14,Defective
R0019130,O0019130,P000218,1,39.43,2024-12-05,Defective
R0026620,O0026620,P000001,1,41.02,2025-03-29,Changed mind
R0014596,O0014596,P000071,2,26.32,2024-10-14,Late delivery
R0010788,O0010788,P000159,1,193.58,2024-07-31,Wrong item
R0035463,O0035463,P000070,2,266.24,2025-07-21,Changed mind
R0023703,O0023703,P000084,1,117.97,2025-02-08,Late delivery
R0023049,O0023049,P000006,1,127.78,2025-02-07,Wrong item
R0002059,O0002059,P000209,2,150.66,2024-02-19,Wrong item
R0036507,O0036507,P000035,1,105.63,2025-08-19,Defective
R0010787,O0010787,P000214,1,15.24,2024-07-20,Changed mind
R0030732,O0030732,P000143,3,354.69,2025-06-04,Wrong item
R0008335,O0008335,P000198,1,155.23,2024-06-19,Defective
R0031348,O0031348,P000037,2,324.68,2025-06-01,Changed mind
R0028313,O0028313,P000138,1,15.57,2025-04-21,Late delivery
R0031081,O0031081,P000046,1,181.44,2025-06-07,Defective
R0015584,O0015584,P000073,1,143.59,2024-10-29,Changed mind
R0023157,O0023157,P000056,1,196.65,2025-01-25,Wrong item
R0016116,O0016116,P000185,1,181.06,2024-10-12,Wrong item
R0002095,O0002095,P000217,1,180.42,2024-02-22,Wrong item
R0025883,O0025883,P000129,1,191.34,2025-03-11,Wrong item
R0007654,O0007654,P000008,1,103.31,2024-05-25,Wrong item
R0010975,O0010975,P000103,1,75.67,2024-08-02,Late delivery
R0029541,O0029541,P000134,2,235.12,2025-05-17,Late delivery
R0009045,O0009045,P000191,1,86.94,2024-07-09,Too small
R0020403,O0020403,P000109,1,160.16,2025-01-06,Too small
R0026911,O0026911,P000104,1,145.45,2025-04-08,Changed mind
R0028975,O0028975,P000207,2,328.38,2025-05-06,Too small
R0011372,O0011372,P000121,1,173.56,2024-08-05,Changed mind
R0002307,O0002307,P000152,2,100.38,2024-02-18,Late delivery
R0003338,O0003338,P000052,2,390.72,2024-03-10,Defective
R0034470,O0034470,P000140,3,389.43,2025-07-17,Wrong item
R0015369,O0015369,P000137,1,95.13,2024-10-18,Too small
R0015160,O0015160,P000216,3,523.5,2024-10-01,Defective
R0012212,O0012212,P000212,2,112.86,2024-08-18,Defective
R0027310,O0027310,P000191,1,88.92,2025-03-28,Changed mind
R0027249,O0027249,P000093,1,34.96,2025-03-28,Wrong item
R0027410,O0027410,P000181,1,160.5,2025-04-11,Changed mind
R0035598,O0035598,P000220,1,131.92,2025-07-25,Late delivery
R0029662,O0029662,P000108,2,25.52,2025-05-19,Defective
R0034712,O0034712,P000090,1,115.66,2025-07-09,Late delivery
R0002565,O0002565,P000070,2,266.24,2024-03-18,Late delivery
R0035112,O0035112,P000125,1,133.53,2025-07-25,Changed mind
R0033708,O0033708,P000220,1,131.92,2025-06-27,Wrong item
R0036690,O0036690,P000073,1,143.59,2025-08-17,Changed mind
R0013296,O0013296,P000217,1,180.42,2024-09-16,Too small
R0011794,O0011794,P000027,2,17.9,2024-08-05,Late delivery
R0023729,O0023729,P000151,1,91.54,2025-02-23,Late delivery
R0000590,O0000590,P000141,2,486.62,2024-02-09,Late delivery
R0000047,O0000047,P000161,2,335.16,2024-01-29,Defective
R0029648,O0029648,P000133,2,374.24,2025-05-14,Late delivery
R0027484,O0027484,P000043,1,9.11,2025-03-29,Too small
R0007671,O0007671,P000170,1,96.8,2024-06-11,Wrong item
R0012619,O0012619,P000099,2,178.98,2024-09-09,Wrong item
R0026062,O0026062,P000180,1,172.02,2025-03-07,Wrong item
R0011371,O0011371,P000194,3,548.31,2024-08-12,Changed mind
R0016909,O0016909,P000042,2,307.26,2024-11-02,Too small
R0012723,O0012723,P000049,2,172.86,2024-09-01,Wrong item
R0031842,O0031842,P000195,2,113.0,2025-06-04,Changed mind
R0010882,O0010882,P000128,1,46.36,2024-08-03,Wrong item
R0029628,O0029628,P000089,2,418.08,2025-05-07,Late delivery
R0030364,O0030364,P000185,1,181.06,2025-05-13,Wrong item
R0022792,O0022792,P000062,1,226.91,2025-02-02,Changed mind
R0027736,O0027736,P000169,1,172.47,2025-04-11,Too small
R0001731,O0001731,P000196,2,36.42,2024-02-26,Changed mind
R0010773,O0010773,P000134,1,120.63,2024-07-22,Changed mind
R0005798,O0005798,P000083,2,177.66,2024-05-18,Late delivery
R0029954,O0029954,P000162,1,92.33,2025-04-30,Changed mind
R0012235,O0012235,P000127,2,75.14,2024-09-03,Changed mind
R0008264,O0008264,P000022,1,172.32,2024-07-02,Late delivery
R0033738,O0033738,P000191,1,94.4,2025-07-16,Changed mind
R0023356,O0023356,P000191,1,94.4,2025-02-20,Too small
R0031612,O0031612,P000090,2,231.32,2025-06-09,Late delivery
R0007455,O0007455,P000104,1,145.45,2024-05-31,Too small
R0032104,O0032104,P000088,1,101.61,2025-06-10,Too small
R0011995,O0011995,P000204,3,580.11,2024-08-20,Wrong item
R0010132,O0010132,P000110,1,23.38,2024-07-14,Too small
R0007002,O0007002,P000169,3,554.34,2024-06-06,Defective
R0030976,O0030976,P000175,2,359.14,2025-06-06,Late delivery
R0009351,O0009351,P000153,2,50.36,2024-06-28,Changed mind
R0019570,O0019570,P000165,3,94.41,2024-12-30,Late delivery
R0004772,O0004772,P000088,1,101.61,2024-04-11,Wrong item
R0000020,O0000020,P000195,2,113.0,2024-01-21,Wrong item
R0029858,O0029858,P000179,2,49.84,2025-05-07,Changed mind
R0004108,O0004108,P000025,2,325.7,2024-03-27,Wrong item
R0011408,O0011408,P000075,1,35.31,2024-08-21,Late delivery
R0010270,O0010270,P000018,1,167.08,2024-07-25,Too small
R0023451,O0023451,P000012,1,149.91,2025-02-01,Defective
R0032778,O0032778,P000090,2,231.32,2025-06-07,Changed mind
R0006251,O0006251,P000102,3,418.08,2024-05-21,Changed mind
R0000471,O0000471,P000156,1,152.88,2024-01-31,Wrong item
R0018022,O0018022,P000121,1,173.56,2024-11-13,Wrong item
R0000275,O0000275,P000200,2,142.24,2024-02-01,Wrong item
R0008591,O0008591,P000085,1,157.08,2024-07-07,Changed mind
R0001898,O0001898,P000059,1,42.4,2024-02-09,Defective
R0017449,O0017449,P000067,1,129.05,2024-11-06,Changed mind
R0001940,O0001940,P000157,1,48.44,2024-02-28,Changed mind
R0004949,O0004949,P000086,2,116.62,2024-04-07,Defective
R0025262,O0025262,P000132,1,198.95,2025-03-10,Wrong item
R0010966,O0010966,P000011,1,206.98,2024-08-09,Late delivery
R0014893,O0014893,P000108,2,25.52,2024-10-19,Late delivery
R0035462,O0035462,P000137,2,180.14,2025-07-19,Wrong item
R0018144,O0018144,P000050,2,246.66,2024-11-26,Changed mind
R0031433,O0031433,P000120,1,74.55,2025-06-08,Too small
R0023227,O0023227,P000216,3,523.5,2025-02-10,Wrong item
R0014793,O0014793,P000118,1,142.59,2024-10-05,Too small
R0018394,O0018394,P000107,2,132.6,2024-12-04,Defective
R0032415,O0032415,P000076,1,70.57,2025-06-25,Defective
R0018895,O0018895,P000207,1,180.55,2024-12-06,Too small
R0019219,O0019219,P000197,1,45.2,2024-12-18,Wrong item
R0022751,O0022751,P000003,1,143.71,2025-02-14,Too small
R0000846,O0000846,P000070,2,266.24,2024-01-31,Changed mind
R0007913,O0007913,P000052,1,195.36,2024-06-14,Defective
R0027432,O0027432,P000220,1,120.94,2025-04-15,Changed mind
R0018310,O0018310,P000094,2,204.14,2024-11-28,Late delivery
R0035020,O0035020,P000108,3,38.28,2025-07-18,Late delivery
R0012819,O0012819,P000154,1,125.09,2024-09-06,Wrong item
R0008802,O0008802,P000030,1,87.03,2024-06-23,Defective
R0004614,O0004614,P000195,3,169.5,2024-04-06,Wrong item
R0011471,O0011471,P000117,1,93.0,2024-08-09,Late delivery
R0027832,O0027832,P000059,3,124.14,2025-04-07,Changed mind
R0014934,O0014934,P000059,2,84.8,2024-09-28,Wrong item
R0017675,O0017675,P000190,3,326.04,2024-11-12,Wrong item
R0027975,O0027975,P000192,2,370.7,2025-04-06,Late delivery
R0012143,O0012143,P000183,1,70.8,2024-08-13,Changed mind
R0036214,O0036214,P000048,1,119.86,2025-07-29,Wrong item
R0005731,O0005731,P000136,2,340.66,2024-05-09,Defective
R0012969,O0012969,P000047,1,211.23,2024-09-01,Defective
R0034252,O0034252,P000123,2,26.68,2025-07-19,Too small
R0028456,O0028456,P000005,1,237.41,2025-04-17,Defective
R0013510,O0013510,P000155,3,479.19,2024-09-06,Changed mind
R0021510,O0021510,P000125,2,267.06,2025-01-16,Defective
R0019131,O0019131,P000202,1,60.9,2024-12-05,Wrong item
R0005225,O0005225,P000031,1,104.78,2024-04-28,Late delivery
R0023314,O0023314,P000032,3,305.13,2025-02-13,Defective
R0019828,O0019828,P000160,1,76.27,2024-12-17,Defective
R0003384,O0003384,P000186,3,110.16,2024-03-09,Late delivery
R0033635,O0033635,P000079,1,113.61,2025-06-30,Defective
R0004248,O0004248,P000042,3,460.89,2024-03-27,Defective
R0034501,O0034501,P000104,2,290.9,2025-07-12,Defective
R0028577,O0028577,P000171,2,375.06,2025-04-22,Too small
R0018266,O0018266,P000139,2,102.06,2024-11-29,Defective
R0014242,O0014242,P000105,3,194.1,2024-09-14,Wrong item
R0008773,O0008773,P000012,3,449.73,2024-06-22,Too small
R0031587,O0031587,P000003,1,143.71,2025-05-26,Changed mind
R0027780,O0027780,P000070,1,133.12,2025-04-12,Late delivery
R0011829,O0011829,P000063,1,104.31,2024-08-15,Wrong item
R0025631,O0025631,P000108,1,12.05,2025-03-20,Changed mind
R0011350,O0011350,P000161,1,167.58,2024-08-24,Too small
R0018468,O0018468,P000075,3,117.45,2024-12-09,Wrong item
R0015509,O0015509,P000164,1,93.74,2024-10-02,Wrong item
R0018350,O0018350,P000185,2,362.12,2024-11-29,Too small
R0029504,O0029504,P000169,3,554.34,2025-05-14,Defective
R0022144,O0022144,P000185,3,517.26,2025-01-16,Defective
R0025856,O0025856,P000144,2,41.64,2025-03-20,Late delivery
R0001695,O0001695,P000201,1,46.52,2024-02-24,Too small
R0034096,O0034096,P000116,1,118.02,2025-07-16,Too small
R0014393,O0014393,P000092,1,158.09,2024-09-22,Wrong item
R0024882,O0024882,P000112,2,15.56,2025-03-12,Late delivery
R0035402,O0035402,P000060,2,36.7,2025-07-25,Changed mind
R0014296,O0014296,P000100,1,172.57,2024-09-24,Changed mind
R0000293,O0000293,P000160,1,76.27,2024-01-16,Wrong item
R0033108,O0033108,P000165,1,35.61,2025-07-02,Defective
R0003559,O0003559,P000107,1,66.3,2024-03-16,Wrong item
R0027679,O0027679,P000027,2,17.9,2025-04-05,Defective
R0012007,O0012007,P000006,1,127.78,2024-08-13,Defective
R0007817,O0007817,P000198,1,155.23,2024-06-13,Too small
R0026336,O0026336,P000054,3,28.44,2025-03-18,Too small
R0010307,O0010307,P000080,2,100.3,2024-07-17,Late delivery
R0017305,O0017305,P000047,1,211.23,2024-11-01,Changed mind
R0021950,O0021950,P000178,1,167.09,2025-01-29,Too small
R0031785,O0031785,P000190,1,108.68,2025-06-18,Defective
R0023414,O0023414,P000065,2,368.18,2025-02-01,Too small
R0015383,O0015383,P000167,2,186.82,2024-10-23,Changed mind
R0024180,O0024180,P000011,1,213.66,2025-02-11,Late delivery
R0019682,O0019682,P000098,2,17.76,2024-12-16,Late delivery
R0003908,O0003908,P000045,1,177.13,2024-04-01,Changed mind
R0030820,O0030820,P000189,2,292.22,2025-05-18,Changed mind
R0002067,O0002067,P000154,1,116.71,2024-02-12,Wrong item
R0027885,O0027885,P000137,2,190.26,2025-04-27,Changed mind
R0012813,O0012813,P000211,1,122.08,2024-09-04,Defective
R0023798,O0023798,P000214,1,13.93,2025-02-15,Late delivery
R0019530,O0019530,P000178,1,147.22,2024-12-20,Too small
R0010207,O0010207,P000105,2,129.4,2024-07-29,Changed mind
R0003425,O0003425,P000105,1,60.74,2024-03-27,Wrong item
R0032869,O0032869,P000136,1,170.33,2025-06-24,Changed mind
R0001429,O0001429,P000202,2,134.44,2024-02-22,Late delivery
R0026706,O0026706,P000203,1,168.85,2025-03-28,Late delivery
R0009520,O0009520,P000049,1,86.43,2024-07-19,Wrong item
R0006232,O0006232,P000023,1,100.61,2024-05-14,Too small
R0035693,O0035693,P000087,1,132.98,2025-07-24,Too small
R0027005,O0027005,P000050,1,123.33,2025-03-31,Wrong item
R0010750,O0010750,P000018,1,167.08,2024-07-22,Changed mind
R0023763,O0023763,P000094,1,102.07,2025-02-12,Changed mind
R0022189,O0022189,P000018,2,334.16,2025-02-07,Wrong item
R0022780,O0022780,P000125,1,133.53,2025-02-02,Defective
R0004894,O0004894,P000141,3,729.93,2024-04-05,Wrong item
R0010846,O0010846,P000098,1,8.88,2024-07-29,Changed mind
R0022955,O0022955,P000142,1,195.51,2025-02-03,Wrong item
R0000300,O0000300,P000041,2,175.68,2024-01-29,Late delivery
R0020022,O0020022,P000081,1,33.16,2024-12-22,Defective
R0017351,O0017351,P000054,1,9.48,2024-11-05,Wrong item
R0001280,O0001280,P000196,1,18.21,2024-02-21,Changed mind
R0029530,O0029530,P000126,2,198.22,2025-05-04,Late delivery
R0017802,O0017802,P000088,1,101.61,2024-11-24,Changed mind
R0029139,O0029139,P000145,3,262.08,2025-04-23,Wrong item
R0035523,O0035523,P000006,2,255.56,2025-07-31,Defective
R0028513,O0028513,P000005,2,406.44,2025-04-28,Defective
R0024556,O0024556,P000060,1,19.54,2025-03-11,Defective
R0036385,O0036385,P000019,2,159.04,2025-08-14,Defective
R0035314,O0035314,P000160,1,76.27,2025-08-02,Too small
R0022881,O0022881,P000176,1,73.87,2025-02-13,Wrong item
R0023796,O0023796,P000067,2,268.64,2025-02-10,Too small
R0028341,O0028341,P000125,2,267.06,2025-04-16,Too small
R0020217,O0020217,P000033,2,381.0,2024-12-28,Defective
R0000194,O0000194,P000020,1,21.98,2024-01-08,Too small
R0001946,O0001946,P000170,1,96.8,2024-02-24,Defective
R0008059,O0008059,P000125,1,133.53,2024-06-19,Wrong item
R0007447,O0007447,P000095,1,185.01,2024-06-12,Defective
R0026553,O0026553,P000097,2,335.64,2025-04-09,Defective
R0000099,O0000099,P000207,3,541.65,2024-01-14,Defective
R0017465,O0017465,P000150,2,244.14,2024-11-20,Changed mind
R0021117,O0021117,P000168,1,59.75,2025-01-23,Late delivery
R0008798,O0008798,P000040,3,175.05,2024-07-05,Changed mind
R0014241,O0014241,P000178,1,170.73,2024-10-05,Defective
R0028545,O0028545,P000199,2,100.86,2025-05-03,Late delivery
R0020104,O0020104,P000111,1,87.61,2024-12-28,Late delivery
R0002064,O0002064,P000182,1,162.81,2024-02-13,Changed mind
R0026660,O0026660,P000105,1,64.7,2025-03-26,Late delivery
R0036536,O0036536,P000167,1,89.37,2025-08-22,Defective
R0005954,O0005954,P000142,1,195.51,2024-05-19,Late delivery
R0032235,O0032235,P000158,1,19.57,2025-06-05,Late delivery
R0028029,O0028029,P000072,1,29.18,2025-04-30,Wrong item
R0006043,O0006043,P000092,2,316.18,2024-05-18,Changed mind
R0002086,O0002086,P000041,3,263.52,2024-02-17,Late delivery
R0001050,O0001050,P000129,3,574.02,2024-02-03,Defective
R0002954,O0002954,P000102,1,139.36,2024-03-11,Defective
R0022506,O0022506,P000199,1,50.43,2025-01-23,Defective
R0018208,O0018208,P000008,2,211.18,2024-12-01,Changed mind
R0012057,O0012057,P000188,3,126.75,2024-09-04,Changed mind
R0010650,O0010650,P000030,1,87.03,2024-08-01,Wrong item
R0017101,O0017101,P000019,1,78.34,2024-11-15,Defective
R0020686,O0020686,P000053,3,315.81,2024-12-29,Too small
R0034796,O0034796,P000148,2,175.42,2025-07-13,Late delivery
R0004136,O0004136,P000054,1,9.48,2024-03-27,Wrong item
R0029752,O0029752,P000101,1,89.95,2025-04-26,Too small
R0028264,O0028264,P000164,1,103.98,2025-04-20,Too small
R0022988,O0022988,P000007,3,113.7,2025-01-30,Wrong item
R0018136,O0018136,P000137,1,95.13,2024-12-02,Wrong item
R0004043,O0004043,P000063,1,105.14,2024-03-27,Too small
R0033274,O0033274,P000161,2,335.16,2025-06-26,Defective
R0004763,O0004763,P000051,1,59.73,2024-04-21,Late delivery
R0012587,O0012587,P000069,1,202.06,2024-09-03,Wrong item
R0004010,O0004010,P000217,1,180.42,2024-03-23,Changed mind
R0026742,O0026742,P000082,2,217.32,2025-04-01,Defective
R0036132,O0036132,P000052,1,195.36,2025-08-13,Wrong item
R0037188,O0037188,P000057,1,173.82,2025-08-18,Changed mind
R0024374,O0024374,P000004,2,122.82,2025-02-27,Changed mind
R0011534,O0011534,P000165,1,35.61,2024-08-22,Defective
R0032932,O0032932,P000128,1,46.36,2025-07-04,Wrong item
R0017257,O0017257,P000204,1,193.37,2024-11-10,Defective
R0017233,O0017233,P000025,1,162.85,2024-10-29,Defective
R0034611,O0034611,P000049,2,172.86,2025-07-18,Late delivery
R0000465,O0000465,P000130,3,497.04,2024-01-23,Defective
R0012398,O0012398,P000138,2,31.14,2024-09-06,Too small
R0034469,O0034469,P000056,1,211.91,2025-06-30,Defective
R0010390,O0010390,P000047,1,211.23,2024-08-07,Wrong item
R0004462,O0004462,P000062,1,226.91,2024-04-25,Too small
R0037004,O0037004,P000150,1,122.07,2025-08-19,Too small
R0009492,O0009492,P000083,1,88.83,2024-07-23,Changed mind
R0033506,O0033506,P000101,1,87.68,2025-07-02,Too small
R0009793,O0009793,P000007,1,32.25,2024-07-08,Defective
R0036147,O0036147,P000214,1,15.6,2025-07-22,Wrong item
R0004461,O0004461,P000186,1,36.72,2024-04-20,Too small
R0006589,O0006589,P000002,2,97.4,2024-05-17,Wrong item
R0033604,O0033604,P000209,2,150.66,2025-06-19,Defective
R0024439,O0024439,P000018,1,154.34,2025-03-12,Defective
R0009516,O0009516,P000097,1,160.08,2024-06-30,Late delivery
R0013596,O0013596,P000161,1,167.58,2024-09-17,Wrong item
R0023137,O0023137,P000208,1,90.75,2025-02-04,Changed mind
R0021635,O0021635,P000020,3,65.94,2025-01-20,Changed mind
R0013695,O0013695,P000149,1,186.82,2024-09-07,Wrong item
R0031976,O0031976,P000053,1,97.31,2025-06-07,Defective
R0035584,O0035584,P000026,1,55.64,2025-08-01,Changed mind
R0015479,O0015479,P000130,1,165.68,2024-10-28,Defective
R0031329,O0031329,P000202,2,134.44,2025-05-18,Wrong item
R0036429,O0036429,P000031,1,102.03,2025-08-14,Wrong item
R0020595,O0020595,P000079,1,113.61,2024-12-24,Late delivery
R0020701,O0020701,P000085,2,314.16,2025-01-11,Wrong item
R0002852,O0002852,P000074,2,182.78,2024-03-23,Too small
R0004144,O0004144,P000210,1,108.74,2024-03-30,Defective
R0013707,O0013707,P000076,3,211.71,2024-09-13,Too small
R0000704,O0000704,P000204,1,193.37,2024-01-26,Wrong item
R0023362,O0023362,P000111,1,80.28,2025-02-18,Defective
R0006745,O0006745,P000171,1,204.9,2024-05-13,Changed mind
R0003349,O0003349,P000190,2,217.36,2024-04-03,Wrong item
R0026644,O0026644,P000101,1,87.69,2025-03-19,Wrong item
R0027397,O0027397,P000006,1,127.78,2025-04-11,Late delivery
R0011960,O0011960,P000208,2,181.5,2024-08-17,Wrong item
R0026297,O0026297,P000188,2,84.5,2025-03-23,Too small
R0033263,O0033263,P000013,2,134.7,2025-06-19,Wrong item
R0005948,O0005948,P000004,1,52.65,2024-05-10,Late delivery
R0012864,O0012864,P000195,3,162.78,2024-09-15,Changed mind
R0021274,O0021274,P000163,1,62.87,2025-01-07,Changed mind
R0024231,O0024231,P000184,1,198.0,2025-03-09,Changed mind
R0031144,O0031144,P000097,1,150.76,2025-05-20,Too small
R0010493,O0010493,P000012,1,149.91,2024-08-01,Wrong item
R0008912,O0008912,P000023,1,100.61,2024-06-24,Defective
R0004089,O0004089,P000001,1,41.02,2024-04-10,Changed mind
R0005066,O0005066,P000177,3,391.8,2024-05-01,Changed mind
R0027000,O0027000,P000024,1,110.76,2025-04-03,Changed mind
R0000987,O0000987,P000200,2,142.24,2024-01-23,Too small
R0009660,O0009660,P000007,1,37.9,2024-07-23,Defective
R0035863,O0035863,P000089,3,627.12,2025-08-07,Too small
R0035711,O0035711,P000020,2,43.96,2025-08-02,Changed mind
R0018371,O0018371,P000219,1,99.46,2024-11-29,Late delivery
R0005073,O0005073,P000002,1,48.7,2024-04-18,Too small
R0026333,O0026333,P000073,1,136.51,2025-03-21,Wrong item
R0004952,O0004952,P000095,1,185.01,2024-04-18,Too small
R0027496,O0027496,P000128,1,46.36,2025-04-16,Too small
R0003666,O0003666,P000064,1,161.85,2024-03-30,Late delivery
R0008323,O0008323,P000027,2,17.9,2024-07-01,Too small
R0022880,O0022880,P000200,3,213.36,2025-02-07,Too small
R0021158,O0021158,P000139,1,47.87,2025-01-19,Wrong item
R0021086,O0021086,P000219,2,231.62,2025-01-01,Wrong item
R0030904,O0030904,P000101,2,179.9,2025-05-20,Late delivery
R0007650,O0007650,P000028,2,19.68,2024-06-10,Too small
R0006061,O0006061,P000065,1,184.09,2024-05-13,Late delivery
R0006946,O0006946,P000006,1,127.78,2024-06-04,Too small
R0019815,O0019815,P000051,1,59.73,2024-12-21,Late delivery
R0008599,O0008599,P000165,2,71.22,2024-07-08,Defective
R0013800,O0013800,P000196,2,36.42,2024-09-27,Changed mind
R0008868,O0008868,P000217,1,180.42,2024-06-19,Changed mind
R0034835,O0034835,P000185,1,181.06,2025-07-16,Changed mind
R0006070,O0006070,P000016,1,39.55,2024-05-18,Too small
R0016678,O0016678,P000122,3,205.32,2024-11-05,Wrong item
R0001042,O0001042,P000043,1,8.25,2024-01-30,Too small
R0035118,O0035118,P000009,1,165.69,2025-07-23,Changed mind
R0004341,O0004341,P000146,1,176.67,2024-04-03,Changed mind
R0030335,O0030335,P000140,1,129.81,2025-05-11,Late delivery
R0006007,O0006007,P000112,1,7.78,2024-05-04,Late delivery
R0010895,O0010895,P000059,2,76.3,2024-08-14,Too small
R0000175,O0000175,P000070,3,399.36,2024-01-11,Defective
R0008954,O0008954,P000026,1,55.64,2024-06-28,Wrong item
R0027278,O0027278,P000082,1,108.66,2025-03-25,Changed mind
R0013569,O0013569,P000030,3,261.09,2024-09-05,Late delivery
R0006017,O0006017,P000198,1,155.23,2024-05-10,Too small
R0004496,O0004496,P000122,2,136.88,2024-04-10,Late delivery
R0036024,O0036024,P000195,1,56.5,2025-08-14,Defective
R0006793,O0006793,P000208,1,90.75,2024-06-05,Defective
R0034244,O0034244,P000130,2,304.02,2025-07-13,Too small
R0032997,O0032997,P000027,3,26.85,2025-06-25,Defective
R0026407,O0026407,P000029,1,23.05,2025-03-26,Late delivery
R0013187,O0013187,P000123,2,26.68,2024-09-08,Too small
R0032465,O0032465,P000152,1,45.53,2025-06-18,Changed mind
R0005708,O0005708,P000108,2,22.48,2024-05-03,Wrong item
R0018818,O0018818,P000193,3,187.5,2024-12-02,Late delivery
R0018094,O0018094,P000053,3,315.81,2024-11-24,Wrong item
R0002478,O0002478,P000113,2,260.62,2024-03-02,Wrong item
R0033322,O0033322,P000112,3,23.34,2025-07-10,Changed mind
R0023171,O0023171,P000209,1,75.33,2025-02-18,Changed mind
R0032156,O0032156,P000056,2,423.82,2025-06-09,Defective
R0023032,O0023032,P000128,2,92.72,2025-02-09,Defective
R0021987,O0021987,P000191,1,94.4,2025-01-23,Changed mind
R0008883,O0008883,P000126,2,198.22,2024-06-30,Defective
R0003207,O0003207,P000033,1,190.5,2024-03-14,Late delivery
R0012137,O0012137,P000096,3,260.49,2024-08-18,Changed mind
R0029336,O0029336,P000070,1,133.12,2025-05-06,Defective
R0025383,O0025383,P000150,1,118.61,2025-03-05,Changed mind
R0003041,O0003041,P000191,2,188.8,2024-03-20,Too small
R0003887,O0003887,P000037,1,162.34,2024-04-08,Late delivery
R0015428,O0015428,P000088,2,203.22,2024-10-25,Wrong item
R0034360,O0034360,P000057,1,173.82,2025-07-04,Defective
R0010447,O0010447,P000076,1,70.57,2024-08-04,Defective
R0021527,O0021527,P000067,3,402.96,2025-01-27,Defective
R0016731,O0016731,P000141,2,486.62,2024-10-29,Wrong item
R0011196,O0011196,P000188,2,84.5,2024-08-09,Wrong item
R0009161,O0009161,P000026,3,166.92,2024-07-02,Changed mind
R0024195,O0024195,P000175,1,179.57,2025-02-24,Wrong item
R0022308,O0022308,P000138,2,27.6,2025-02-08,Late delivery
R0006907,O0006907,P000216,1,174.5,2024-05-23,Defective
